SimulatedComposition	O p-band center (eV)	Predicted Log k* (cm/s)	Bandgap	Charge transfer gap (eV)	Ehull	Formation energy
"Sr8Hf1V7O24
"	-2.745	-7.4299	0.64	0.64	"28.4417281351
"	"-2.22753550983
"
"Sr8Hf2V6O24
"	-2.655	-7.1288	0.64	0.681	"35.2832986158
"	"-2.33330843596
"
"Sr8Hf4V4O24
"	-2.484	-6.5567	0.994	1.034	"35.0459395772
"	"-2.55877478821
"
"Sr8V7Ir1O24
"	-3.206	-8.9723	0.242	0.282	"105.859697484
"	"-2.01145397496
"
"Sr8V6Ir2O24
"	-3.425	-9.7051	0.201	0.201	"143.075474781
"	"-1.89569886621
"
"Sr8V4Ir4O24
"	-3.717	-10.682	0.121	0.161	"140.737464875
"	"-1.64874514871
"
"Sr8Mg1V7O24
"	-2.591	-6.9147	0.485	0.526	"52.8734187279
"	"-2.13556124883
"
"Sr8Mg2V6O24
"	-2.367	-6.1652	0.487	0.528	"93.8114346912
"	"-2.13268841396
"
"Sr8Mg4V4O24
"	-1.343	-2.7391	0	1.741	"140.488835358
"	"-2.03368949421
"
"Sr8Mn1V7O24
"	-2.755	-7.4634	0	0.121	"63.5864629799
"	"-2.07259862099
"
"Sr8Mn2V6O24
"	-2.583	-6.8879	0	0.122	"99.8669764304
"	"-2.02011665827
"
"Sr8Mn4V4O24
"	-2.417	-6.3325	0	0.244	"107.860026374
"	"-1.91528598284
"
"Sr8V7Mo1O24
"	-3.291	-9.2567	0	0	"111.369551266
"	"-2.00850692296
"
"Sr8V6Mo2O24
"	-3.362	-9.4943	0.12	0.16	"192.009283406
"	"-1.89043751221
"
"Sr8V4Mo4O24
"	-3.441	-9.7586	0.55	0.589	"341.670362
"	"-1.66453344071
"
"Sr8Nb1V7O24
"	-3.312	-9.327	0.12	0.16	"10.4314375689
"	"-2.17858282796
"
"Sr8Nb2V6O24
"	-3.13	-8.7181	0.358	0.438	"0
"	"-2.23555282221
"
"Sr8Nb4V4O24
"	-3.149	-8.7816	0.861	0.939	"0
"	"-2.34804581071
"
"Sr8V7Ni1O24
"	-2.475	-6.5266	0.646	0.687	"109.972952484
"	"-2.00734071996
"
"Sr8V6Ni2O24
"	-2.312	-5.9812	0.851	0.892	"143.739983969
"	"-1.89453085621
"
"Sr8V4Ni4O24
"	-1.577	-3.522	0	1.469	"161.966268358
"	"-1.58493862871
"
"Sr8V7Os1O24
"	-3.108	-8.6444	0	0.12	"87.0884028594
"	"-2.03022526958
"
"Sr8V6Os2O24
"	-3.463	-9.8322	0	0	"101.020673844
"	"-1.94161970546
"
"Sr8V4Os4O24
"	-3.649	-10.4545	0	0	"94.3179777045
"	"-1.74046582721
"
"Sr8V7Pd1O24
"	-2.851	-7.7846	0	0	"132.019981484
"	"-1.98529369096
"
"Sr8V6Pd2O24
"	-2.745	-7.4299	0	0	"182.417159594
"	"-1.84924179821
"
"Sr8V4Pd4O24
"	-2.856	-7.8013	0	1.17	"179.369513621
"	"-1.57473051271
"
"Sr8V7Pt1O24
"	-2.797	-7.6039	0.238	0.318	"129.167628484
"	"-1.98814604396
"
"Sr8V6Pt2O24
"	-2.94	-8.0824	0.16	0.2	"178.944559094
"	"-1.84963850421
"
"Sr8V4Pt4O24
"	-3.621	-10.3608	0	0.321	"182.449930039
"	"-1.54937742471
"
"Sr8V7Re1O24
"	-3.318	-9.3471	0	0.12	"38.749668158
"	"-2.07965840433
"
"Sr8V6Re2O24
"	-3.561	-10.1601	0	0	"38.1360533299
"	"-2.02962672496
"
"Sr8V4Re4O24
"	-4.265	-12.5155	0	0	"35.0703869833
"	"-1.92982161621
"
"Sr8V7Rh1O24
"	-2.953	-8.1258	0.364	0.404	"95.5308332344
"	"-2.02178283921
"
"Sr8V6Rh2O24
"	-2.985	-8.2329	0.161	0.202	"123.689710284
"	"-1.91491384471
"
"Sr8V4Rh4O24
"	-3.176	-8.872	0.161	0.202	"110.110223375
"	"-1.69414860571
"
"Sr8V7Ru1O24
"	-2.83	-7.7143	0	0	"84.5812328594
"	"-2.03273243958
"
"Sr8V6Ru2O24
"	-3.066	-8.5039	0	0	"97.2556960313
"	"-1.94952954546
"
"Sr8V4Ru4O24
"	-3.361	-9.4909	0	0	"90.435045
"	"-1.75669850721
"
"Sr8Sc1V7O24
"	-3.535	-10.0731	0	0	"0
"	"-2.71147907371
"
"Sr8Sc2V6O24
"	-3.455	-9.8054	0	0	"0
"	"-2.71729056371
"
"Sr8Sc4V4O24
"	-1.919	-4.6663	1.034	1.074	"0
"	"-2.74388379371
"
"Sr8V7Si1O24
"	-2.976	-8.2028	0.524	0.564	"62.0947510267
"	"-2.15458446246
"
"Sr8V6Si2O24
"	-2.649	-7.1087	0.97	1.011	"98.2564415885
"	"-2.18812359121
"
"Sr8V4Si4O24
"	-2.739	-7.4098	0.939	0.979	"155.909864281
"	"-2.25902484871
"
"Sr8V7Sn1O24
"	-2.726	-7.3664	0.683	0.683	"49.5323893594
"	"-2.07060548896
"
"Sr8V6Sn2O24
"	-2.766	-7.5002	0.563	0.603	"66.2624423437
"	"-2.01879839421
"
"Sr8V4Sn4O24
"	-2.361	-6.1451	1.246	1.286	"82.91347525
"	"-1.93030820471
"
"Sr8Ta1V7O24
"	-3.289	-9.25	0.16	0.2	"6.92239663465
"	"-2.20883700121
"
"Sr8Ta2V6O24
"	-3.404	-9.6348	0.16	0.2	"0
"	"-2.28854866871
"
"Sr8Ta4V4O24
"	-3.391	-9.5913	1.175	1.214	"0
"	"-2.46407300371
"
"Sr8Ti1V7O24
"	-3.645	-10.4411	0	0	"0
"	"-2.71382916212
"
"Sr8Ti2V6O24
"	-3.619	-10.3542	0	0	"0
"	"-2.71940474054
"
"Sr8Ti4V4O24
"	-3.726	-10.7122	0	0.432	"0
"	"-2.72951439737
"
"Sr8Y1V7O24
"	-2.672	-7.1857	0.482	0.523	"64.1409236857
"	"-2.17267924921
"
"Sr8Y2V6O24
"	-2.379	-6.2054	0.761	0.801	"93.8423028603
"	"-2.23196116471
"
"Sr8Y4V4O24
"	-1.723	-4.0105	1.395	1.435	"112.1749515
"	"-2.37880474571
"
"Sr8V7Zn1O24
"	-2.482	-6.55	0.768	0.809	"71.888596023
"	"-2.05435568671
"
"Sr8V6Zn2O24
"	-2.388	-6.2355	0.487	0.527	"124.759380625
"	"-1.97551778971
"
"Sr8V4Zn4O24
"	-1.463	-3.1406	0	1.625	"198.105435858
"	"-1.72168524571
"
"Sr8Zr1V7O24
"	-2.701	-7.2827	0.64	0.68	"24.1527620726
"	"-2.21287988396
"
"Sr8Zr2V6O24
"	-2.641	-7.082	0.799	0.878	"21.5058664908
"	"-2.30919668421
"
"Sr8Zr4V4O24
"	-2.471	-6.5132	0.953	0.993	"4.75557532721
"	"-2.51328678471
"
"Sr8V8O24
"	-2.783	-7.5571	0.681	0.721	"17.8464076544
"	"-2.12551633371
"
"Ba2Y6Co8O24
"	-2.139	-5.4024	0	0	"113.483054382
"	"-1.64396525471
"
"Ba4Y4Co8O24
"	-2.042	-5.0778	0	0	"136.252989858
"	"-1.46752461071
"
"Ca2Y6Co8O24
"	-2.228	-5.7001	0	0	"62.3247673342
"	"-1.71566039421
"
"Ca4Y4Co8O24
"	-2.352	-6.115	0	0	"93.7906657631
"	"-1.55106063971
"
"Dy2Y6Co8O24
"	-2.026	-5.0243	0	0	"49.2192869886
"	"-1.86747011571
"
"Dy4Y4Co8O24
"	-2.072	-5.1782	0	0	"56.3388158052
"	"-1.86579108271
"
"Gd2Y6Co8O24
"	-2.882	-7.8883	0	0	"0
"	"-2.26618488746
"
"Gd4Y4Co8O24
"	-3.07	-8.5173	0	0	"0
"	"-2.25212412621
"
"Y6Ho2Co8O24
"	-2.158	-5.4659	0	0	"56.3192893526
"	"-1.86296343671
"
"Y4Ho4Co8O24
"	-2.094	-5.2518	0	0	"59.2192098
"	"-1.86822722471
"
"Nd2Y6Co8O24
"	-2.075	-5.1882	0	0	"54.1514922177
"	"-1.83354760596
"
"Nd4Y4Co8O24
"	-2.046	-5.0912	0	0	"45.4043655302
"	"-1.81887481321
"
"Sm2Y6Co8O24
"	-2.024	-5.0176	0	0	"53.285630874
"	"-1.84441971571
"
"Sm4Y4Co8O24
"	-2.067	-5.1615	0	0	"49.4793928427
"	"-1.83481228271
"
"Sr2Y6Co8O24
"	-2.156	-5.4592	0	0	"72.6725203579
"	"-1.69178331121
"
"Sr4Y4Co8O24
"	-2.218	-5.6667	0	0	"100.47292181
"	"-1.51731972371
"
"Y8Cr1Co7O24
"	-2.233	-5.7169	0	0	"73.2347672296
"	"-1.90052853133
"
"Y8Cr2Co6O24
"	-2.562	-6.8176	0	0	"62.4481655539
"	"-1.97395941396
"
"Y8Cr4Co4O24
"	-2.405	-6.2923	0.502	0.53	"34.2214622026
"	"-2.12747467921
"
"Y8Fe1Co7O24
"	-1.857	-4.4589	0	0	"160.334632542
"	"-1.78102993408
"
"Y8Fe2Co6O24
"	-2.012	-4.9774	0	0	"121.974896179
"	"-1.84963521946
"
"Y8Fe4Co4O24
"	-2.232	-5.7135	0	0.393	"28.3696734526
"	"-2.00373154021
"
"Y8Mg1Co7O24
"	-2.726	-7.3664	0	0	"0
"	"-2.31486803696
"
"Y8Mg2Co6O24
"	-2.529	-6.7072	0	0	"0
"	"-2.34725042521
"
"Y8Mg4Co4O24
"	-2.162	-5.4793	0	0.874	"0
"	"-2.41042570171
"
"Y8Mn1Co7O24
"	-2.114	-5.3187	0	0	"74.3588962714
"	"-1.88078565912
"
"Y8Mn2Co6O24
"	-2.254	-5.7871	0.674	0.738	"39.7951736375
"	"-1.95937491952
"
"Y8Mn4Co4O24
"	-2.134	-5.3856	1.149	1.181	"0
"	"-2.09844744034
"
"Y8Co7Ni1O24
"	-2.274	-5.854	0	0	"51.9157130065
"	"-1.83417575808
"
"Y8Co6Ni2O24
"	-2.225	-5.6901	0.199	0.199	"61.5578071079
"	"-1.79950611746
"
"Y8Co8O24
"	-2.359	-6.1384	0	0	"48.7758689052
"	"-1.86234314871
"
"Ba2Y6Cr8O24
"	-1.981	-4.8737	0	1.793	"101.755733
"	"-2.16396356571
"
"Ba4Y4Cr8O24
"	-1.852	-4.4421	0	1.499	"160.8491605
"	"-1.95831617171
"
"Ca2Y6Cr8O24
"	-2.338	-6.0682	0	0	"43.4643305539
"	"-2.24283620521
"
"Ca4Y4Cr8O24
"	-2.227	-5.6968	0.316	0.345	"63.9648556079
"	"-2.09636295071
"
"Dy2Y6Cr8O24
"	-2.073	-5.1815	2.215	2.243	"21.353923875
"	"-2.39784342671
"
"Dy4Y4Cr8O24
"	-2.136	-5.3923	2.225	2.253	"28.48129225
"	"-2.39764014371
"
"Gd2Y6Cr8O24
"	-3.667	-10.5147	0.83	0.857	"0
"	"-2.80900119846
"
"Gd4Y4Cr8O24
"	-3.792	-10.933	0.713	0.768	"0
"	"-2.79859468721
"
"Y6Ho2Cr8O24
"	-2.205	-5.6232	2.215	2.271	"21.28138975
"	"-2.39931124771
"
"Y4Ho4Cr8O24
"	-2.169	-5.5027	2.225	2.253	"28.314724
"	"-2.40059728571
"
"Nd2Y6Cr8O24
"	-2.041	-5.0745	2.181	2.237	"26.35395975
"	"-2.37219166696
"
"Nd4Y4Cr8O24
"	-2.081	-5.2083	2.162	2.19	"33.885364
"	"-2.35093262421
"
"Sm2Y6Cr8O24
"	-2.046	-5.0912	2.211	2.239	"9.31924846875
"	"-2.38158327671
"
"Sm4Y4Cr8O24
"	-2.11	-5.3053	2.163	2.219	"2.5504414375
"	"-2.36698134371
"
"Sr2Y6Cr8O24
"	-2.26	-5.8072	0	0	"61.119531625
"	"-2.21891162221
"
"Sr4Y4Cr8O24
"	-2.131	-5.3756	0.288	0.317	"93.06800775
"	"-2.05472103471
"
"Y8Cr7Co1O24
"	-2.287	-5.8975	0.531	0.587	"21.5324071757
"	"-2.32809657708
"
"Y8Cr6Co2O24
"	-2.302	-5.9477	0.475	0.531	"28.6637588513
"	"-2.25832094446
"
"Y8Cr7Fe1O24
"	-2.233	-5.7169	2.058	2.094	"12.4011708125
"	"-2.36747336246
"
"Y8Cr6Fe2O24
"	-2.248	-5.7671	1.954	2.025	"11.017786125
"	"-2.33645801521
"
"Y8Cr4Fe4O24
"	-2.171	-5.5094	1.899	1.97	"7.99376675
"	"-2.27468457071
"
"Y8Mg1Cr7O24
"	-3.307	-9.3103	0	0.886	"0
"	"-2.80411996533
"
"Y8Mg2Cr6O24
"	-3.113	-8.6612	0	0.947	"0
"	"-2.78480522096
"
"Y8Mg4Cr4O24
"	-2.762	-7.4868	0	1.042	"0
"	"-2.73708373221
"
"Y8Mn1Cr7O24
"	-2.749	-7.4433	0.471	0.502	"23.5812529198
"	"-2.37004258749
"
"Y8Mn2Cr6O24
"	-2.692	-7.2526	0.504	0.535	"32.3684503397
"	"-2.34260596527
"
"Y8Cr7Ni1O24
"	-2.353	-6.1184	0.196	0.235	"28.407001277
"	"-2.29619443646
"
"Y8Cr6Ni2O24
"	-2.31	-5.9745	0.314	0.353	"37.3769470539
"	"-2.19955266321
"
"Y8Cr8O24
"	-2.258	-5.8005	2.204	2.232	"14.2008055
"	"-2.39807245971
"
"Ba2Y6Fe8O24
"	-1.725	-4.0172	0	1.121	"84.7289651789
"	"-1.91335653771
"
"Ba4Y4Fe8O24
"	-1.542	-3.4049	0	0.839	"120.026452358
"	"-1.72306114371
"
"Ca2Y6Fe8O24
"	-1.815	-4.3183	0	1.19	"45.6348093039
"	"-1.98284617721
"
"Ca4Y4Fe8O24
"	-1.768	-4.1611	0	0.867	"74.8181406079
"	"-1.82906042271
"
"Dy2Y6Fe8O24
"	-1.775	-4.1845	1.352	1.427	"27.129298625
"	"-2.13261439871
"
"Dy4Y4Fe8O24
"	-1.943	-4.7466	1.354	1.427	"34.10036925
"	"-2.13230361571
"
"Gd2Y6Fe8O24
"	-3.026	-8.3701	0	0	"0
"	"-2.53210592046
"
"Gd4Y4Fe8O24
"	-3.282	-9.2266	0	0	"0
"	"-2.53621540921
"
"Y6Ho2Fe8O24
"	-2.034	-5.0511	1.347	1.42	"27.119653875
"	"-2.13386521971
"
"Y4Ho4Fe8O24
"	-1.97	-4.8369	1.355	1.428	"34.01532975
"	"-2.13487100771
"
"Nd2Y6Fe8O24
"	-1.793	-4.2447	1.313	1.388	"31.763370625
"	"-2.10875013896
"
"Nd4Y4Fe8O24
"	-1.905	-4.6194	1.325	1.399	"38.65176325
"	"-2.08929184621
"
"Sm2Y6Fe8O24
"	-1.79	-4.2347	1.313	1.388	"29.915706625
"	"-2.11741449871
"
"Sm4Y4Fe8O24
"	-1.887	-4.5592	1.363	1.437	"37.78468525
"	"-2.10379231571
"
"Sr2Y6Fe8O24
"	-1.752	-4.1075	0	1.16	"49.2018258039
"	"-1.96304134421
"
"Sr4Y4Fe8O24
"	-1.662	-3.8064	0	0	"70.7659236079
"	"-1.80063700671
"
"Y8Fe7Co1O24
"	-2.238	-5.7336	0	0	"27.7992143632
"	"-2.09503864633
"
"Y8Fe6Co2O24
"	-2.232	-5.7135	0	0.756	"29.9034507263
"	"-2.06268886096
"
"Y8Cr1Fe7O24
"	-2.202	-5.6132	1.403	1.475	"17.2121126875
"	"-2.16827002896
"
"Y8Cr2Fe6O24
"	-2.177	-5.5295	1.509	1.581	"14.178747375
"	"-2.20370212621
"
"Y8Mg1Fe7O24
"	-3.131	-8.7214	0	0	"0
"	"-2.56891578458
"
"Y8Mg2Fe6O24
"	-3.089	-8.5809	0	0	"0
"	"-2.57514913746
"
"Y8Mg4Fe4O24
"	-2.863	-7.8247	0	0.243	"0
"	"-2.59153509321
"
"Y8Mn1Fe7O24
"	-2.74	-7.4132	0.541	0.577	"26.7038101073
"	"-2.14012890674
"
"Y8Mn2Fe6O24
"	-2.778	-7.5403	0.397	0.433	"33.7558922147
"	"-2.14682613177
"
"Y8Fe7Ni1O24
"	-1.87	-4.5023	0	0	"37.4680233395
"	"-2.06714475571
"
"Y8Fe6Ni2O24
"	-1.898	-4.596	0	1.194	"58.1498186789
"	"-1.99799232971
"
"Y8Fe8O24
"	-2.145	-5.4224	1.369	1.441	"20.138728
"	"-2.13294468171
"
"Ba2Y6Ga8O24
"	-1.415	-2.98	0	2.772	"184.387404762
"	"-2.06676697271
"
"Ba4Y4Ga8O24
"	-1.243	-2.4045	0	2.678	"267.854425525
"	"-1.84524057871
"
"Ca2Y6Ga8O24
"	-1.206	-2.2807	0	3.638	"139.06215854
"	"-2.12465011221
"
"Ca4Y4Ga8O24
"	-1.224	-2.341	0	3.558	"207.75718308
"	"-1.93045360771
"
"Dy2Y6Ga8O24
"	-1.067	-1.8157	3.609	3.637	"75.6574945
"	"-2.31947683371
"
"Dy4Y4Ga8O24
"	-1.233	-2.3711	3.574	3.601	"81.726855
"	"-2.31932805071
"
"Gd2Y6Ga8O24
"	-1.247	-2.4179	3.404	3.432	"72.650127375
"	"-2.30699360546
"
"Gd4Y4Ga8O24
"	-1.5	-3.2644	3.371	3.371	"75.14562075
"	"-2.29492809421
"
"Y6Ho2Ga8O24
"	-1.319	-2.6588	3.609	3.635	"76.5032664308
"	"-2.32087165471
"
"Y4Ho4Ga8O24
"	-1.24	-2.3945	3.582	3.609	"82.99657195
"	"-2.32207044271
"
"Nd2Y6Ga8O24
"	-1.109	-1.9562	3.493	3.521	"76.8437187083
"	"-2.29469032396
"
"Nd4Y4Ga8O24
"	-1.231	-2.3644	3.401	3.455	"79.0798034167
"	"-2.27477453121
"
"Sm2Y6Ga8O24
"	-1.081	-1.8625	3.551	3.578	"77.2377140833
"	"-2.30376618371
"
"Sm4Y4Ga8O24
"	-1.195	-2.2439	3.519	3.546	"82.9015441667
"	"-2.28989250071
"
"Sr2Y6Ga8O24
"	-1.224	-2.341	0	3.333	"152.154945491
"	"-2.10888177921
"
"Sr4Y4Ga8O24
"	-1.174	-2.1737	0	3.188	"221.768006983
"	"-1.91109169171
"
"Y8Ga7Co1O24
"	-1.885	-4.5525	0.982	1.035	"68.9710696132
"	"-2.26048083946
"
"Y8Ga6Co2O24
"	-1.986	-4.8905	0.742	0.795	"69.8177552263
"	"-2.19987231221
"
"Y8Ga4Co4O24
"	-2.032	-5.0444	0.638	0.692	"67.4148764526
"	"-2.08275150771
"
"Y8Cr1Ga7O24
"	-1.907	-4.6261	3.211	3.268	"62.3324679375
"	"-2.32976372208
"
"Y8Cr2Ga6O24
"	-2.088	-5.2317	2.839	2.867	"55.140801875
"	"-2.33983782746
"
"Y8Cr4Ga4O24
"	-2.226	-5.6935	2.586	2.614	"40.70021975
"	"-2.36004328821
"
"Y8Ga7Fe1O24
"	-1.748	-4.0942	2.506	2.578	"60.54108325
"	"-2.29915637483
"
"Y8Ga6Fe2O24
"	-1.817	-4.325	2.364	2.436	"52.2740325
"	"-2.27790713296
"
"Y8Ga4Fe4O24
"	-1.824	-4.3484	2.118	2.226	"36.096681
"	"-2.23505189921
"
"Y8Mg1Ga7O24
"	-1.165	-2.1436	0	3.902	"91.6707429645
"	"-2.31957197771
"
"Y8Mg2Ga6O24
"	-1.155	-2.1101	0	4.052	"116.752351929
"	"-2.31651933871
"
"Y8Mg4Ga4O24
"	-1.133	-2.0365	0	4.732	"166.797819858
"	"-2.31053181071
"
"Y8Mn1Ga7O24
"	-2.503	-6.6202	0.983	1.015	"70.4541653573
"	"-2.30299259987
"
"Y8Mn2Ga6O24
"	-2.488	-6.5701	0.919	0.983	"70.5986967147
"	"-2.28708108302
"
"Y8Mn4Ga4O24
"	-2.512	-6.6503	0.95	0.982	"65.5202594293
"	"-2.26062554934
"
"Y8Ga7Ni1O24
"	-1.764	-4.1477	0.199	0.239	"82.2454137145
"	"-2.22217894883
"
"Y8Ga6Ni2O24
"	-1.781	-4.2046	0.159	0.159	"97.2311934289
"	"-2.12240378096
"
"Y8Ga4Ni4O24
"	-1.843	-4.412	0.159	0.199	"121.693502858
"	"-1.92836269521
"
"Y8Ga8O24
"	-1.44	-3.0637	3.604	3.63	"69.473884
"	"-2.31973986671
"
"Ba2Y6Mn8O24
"	-2.393	-6.2522	0	0	"91.1059876087
"	"-2.02961133798
"
"Ca2Y6Mn8O24
"	-2.547	-6.7675	0	0	"38.1925113587
"	"-2.09836922748
"
"Ca4Y4Mn8O24
"	-2.365	-6.1585	0	0	"39.1108878587
"	"-1.97093472298
"
"Dy2Y6Mn8O24
"	-2.456	-6.463	0.16	0.192	"45.499570942
"	"-2.22406369898
"
"Dy4Y4Mn8O24
"	-2.589	-6.908	0.159	0.159	"52.1415070253
"	"-2.22390716598
"
"Gd2Y6Mn8O24
"	-3.473	-9.8657	0	0	"0
"	"-2.58248672073
"
"Gd4Y4Mn8O24
"	-3.726	-10.7122	0	0	"0
"	"-2.56735570948
"
"Y6Ho2Mn8O24
"	-2.638	-7.0719	0.159	0.191	"46.950750442
"	"-2.22514251998
"
"Y4Ho4Mn8O24
"	-2.603	-6.9548	0.16	0.192	"55.0886160253
"	"-2.22602005798
"
"Nd2Y6Mn8O24
"	-2.389	-6.2388	0.16	0.192	"43.821956692
"	"-2.20137168923
"
"Nd4Y4Mn8O24
"	-2.432	-6.3827	0.127	0.159	"45.0377785253
"	"-2.18227164648
"
"Sm2Y6Mn8O24
"	-2.427	-6.366	0.16	0.192	"42.385498067
"	"-2.20969979898
"
"Sm4Y4Mn8O24
"	-2.484	-6.5567	0.128	0.16	"44.4093612753
"	"-2.19668336598
"
"Sr2Y6Mn8O24
"	-2.472	-6.5165	0	0	"48.240040192
"	"-2.07823564448
"
"Sr4Y4Mn8O24
"	-2.078	-5.1983	0	0	"52.5504455253
"	"-1.93732305698
"
"Y8Mn7Co1O24
"	-2.634	-7.0585	0.254	0.286	"38.1742435291
"	"-2.18092922157
"
"Y8Mn6Co2O24
"	-2.46	-6.4764	0.352	0.384	"33.9806021996
"	"-2.14114846116
"
"Y8Mn7Cr1O24
"	-2.765	-7.4968	0.127	0.158	"40.8206874388
"	"-2.2409066042
"
"Y8Mn6Cr2O24
"	-2.792	-7.5872	0	0.127	"43.945490019
"	"-2.25643122641
"
"Y8Mn4Cr4O24
"	-2.648	-7.1054	0.568	0.599	"46.0103451793
"	"-2.29166522084
"
"Y8Mn7Fe1O24
"	-2.723	-7.3563	0.144	0.18	"38.3815527513
"	"-2.21094700695
"
"Y8Mn6Fe2O24
"	-2.697	-7.2693	0.143	0.179	"39.127470644
"	"-2.19645178191
"
"Y8Mn4Fe4O24
"	-2.856	-7.8013	0.503	0.539	"40.2393064293
"	"-2.16784133184
"
"Y8Mg1Mn7O24
"	-3.651	-10.4612	0	0	"0
"	"-2.62133585982
"
"Y8Mg2Mn6O24
"	-3.534	-10.0698	0	0	"0
"	"-2.63586598766
"
"Y8Mg4Mn4O24
"	-2.13	-5.3723	1.518	1.581	"0
"	"-2.67858274334
"
"Y8Mn7Ni1O24
"	-2.6	-6.9448	0	0.119	"56.665649793
"	"-2.14003158095
"
"Y8Mn6Ni2O24
"	-2.513	-6.6537	0	0	"103.731414727
"	"-2.02658517991
"
"Y8Mn8O24
"	-2.749	-7.4433	0.158	0.158	"38.8036348587
"	"-2.22427423198
"
"Ba2Y6Ni8O24
"	-1.595	-3.5823	0	0	"152.57088652
"	"-1.38114737971
"
"Ba4Y4Ni8O24
"	-1.404	-2.9432	0	0	"190.870878449
"	"-1.16074173571
"
"Ca2Y6Ni8O24
"	-1.678	-3.86	0	0.637	"123.849520145
"	"-1.45391526921
"
"Ca4Y4Ni8O24
"	-1.518	-3.3246	0	0	"166.347668574
"	"-1.27828326471
"
"Dy2Y6Ni8O24
"	-1.527	-3.3547	0	0.928	"86.115789799
"	"-1.63035324071
"
"Dy4Y4Ni8O24
"	-1.624	-3.6793	0	0	"84.2613186157
"	"-1.63764820771
"
"Gd2Y6Ni8O24
"	-2.581	-6.8812	0	0.199	"0
"	"-2.19787051246
"
"Gd4Y4Ni8O24
"	-2.794	-7.5939	0	0	"0
"	"-2.18572575121
"
"Y6Ho2Ni8O24
"	-1.72	-4.0005	0	0	"87.2670421631
"	"-1.63179531171
"
"Y4Ho4Ni8O24
"	-1.634	-3.7127	0	0.925	"86.5192126105
"	"-1.64070684971
"
"Nd2Y6Ni8O24
"	-1.456	-3.1172	0	0	"82.6202450282
"	"-1.60485848096
"
"Nd4Y4Ni8O24
"	-1.511	-3.3012	0	1.04	"73.3023683407
"	"-1.59075643821
"
"Sm2Y6Ni8O24
"	-1.476	-3.1841	0	0.968	"82.5826336845
"	"-1.61490234071
"
"Sm4Y4Ni8O24
"	-1.539	-3.3949	0	1.042	"75.6793956532
"	"-1.60839190771
"
"Sr2Y6Ni8O24
"	-1.611	-3.6358	0	0	"123.233184145
"	"-1.43157493621
"
"Sr4Y4Ni8O24
"	-1.427	-3.0202	0	0	"157.611746574
"	"-1.24110584871
"
"Y8Co1Ni7O24
"	-1.794	-4.2481	0	0	"70.9430276144
"	"-1.66498316433
"
"Y8Co2Ni6O24
"	-1.885	-4.5525	0	0	"53.3006835131
"	"-1.70765305496
"
"Y8Co4Ni4O24
"	-1.859	-4.4655	0.792	0.792	"17.7019953105
"	"-1.79330683621
"
"Y8Cr1Ni7O24
"	-1.815	-4.3183	0	0	"67.6609259387
"	"-1.73090954696
"
"Y8Cr2Ni6O24
"	-1.825	-4.3518	0	0	"71.7619801618
"	"-1.81448032021
"
"Y8Cr4Ni4O24
"	-2.009	-4.9674	0.628	0.667	"37.6093386079
"	"-2.02397661671
"
"Y8Fe1Ni7O24
"	-1.746	-4.0875	0	0	"110.664773689
"	"-1.65890819971
"
"Y8Fe2Ni6O24
"	-1.721	-4.0038	0	0.637	"105.624925662
"	"-1.72262237571
"
"Y8Fe4Ni4O24
"	-1.851	-4.4388	0	1.312	"36.2234796079
"	"-1.90937247771
"
"Y8Mg1Ni7O24
"	-2.621	-7.015	0	0	"0
"	"-2.31205155258
"
"Y8Mg2Ni6O24
"	-2.477	-6.5332	0	0	"0
"	"-2.34843383146
"
"Y8Mg4Ni4O24
"	-1.828	-4.3618	0.873	0.912	"0
"	"-2.42175263921
"
"Y8Mn1Ni7O24
"	-1.775	-4.1845	0	0	"90.1656399358
"	"-1.69239717474
"
"Y8Mn2Ni6O24
"	-1.826	-4.3551	0	0.359	"31.5229081559
"	"-1.82270407577
"
"Y8Mn4Ni4O24
"	-1.749	-4.0975	1.423	1.463	"0
"	"-2.02459637784
"
"Y8Ni8O24
"	-1.794	-4.2481	0	0.915	"87.8388717157
"	"-1.62305977371
"
"Ba2Y6Sc8O24
"	-1.329	-2.6923	0	0	"94.6025620331
"	"-2.93909070971
"
"Ba4Y4Sc8O24
"	-1.209	-2.2908	0	4.144	"126.616163691
"	"-2.74175356571
"
"Ca2Y6Sc8O24
"	-1.182	-2.2004	0	4.354	"84.8759223664
"	"-2.98248609921
"
"Ca4Y4Sc8O24
"	-1.141	-2.0633	0	4.386	"142.323884358
"	"-2.79338334471
"
"Dy2Y6Sc8O24
"	-1.414	-2.9767	4.221	4.251	"34.8683784583
"	"-3.16971882071
"
"Dy4Y4Sc8O24
"	-1.434	-3.0436	4.243	4.303	"41.137907275
"	"-3.16888978771
"
"Gd2Y6Sc8O24
"	-1.472	-3.1707	3.123	3.153	"28.0724115312
"	"-3.16093884246
"
"Gd4Y4Sc8O24
"	-1.557	-3.4551	3.126	3.156	"27.2516126875
"	"-3.15175408121
"
"Y6Ho2Sc8O24
"	-1.486	-3.2176	4.215	4.274	"37.4352793437
"	"-3.17062189171
"
"Y4Ho4Sc8O24
"	-1.463	-3.1406	4.211	4.271	"46.3580983125
"	"-3.17073942971
"
"Nd2Y6Sc8O24
"	-1.356	-2.7826	4.183	4.243	"31.5042600312
"	"-3.14984331096
"
