SimulatedComposition	O p-band center (eV)	Predicted Log k* (cm/s)	Bandgap	Charge transfer gap (eV)	Ehull	Formation energy
"Pr8Mg4Ti4O24
"	-1.724	-4.0139	2.94	3.009	"5.435506125
"	"-2.81369027787
"
"Pr8Ti7Mn1O24
"	-5.248	-15.8045	0	0	"68.9092871406
"	"-2.70867838991
"
"Pr8Ti6Mn2O24
"	-4.874	-14.5531	0	0	"80.6894183685
"	"-2.68214934877
"
"Pr8Ti4Mn4O24
"	-2.966	-8.1693	1.571	1.641	"35.728066221
"	"-2.56935676651
"
"Pr8Ti7Ni1O24
"	-5.261	-15.848	0	0	"125.215369687
"	"-2.65986998887
"
"Pr8Ti6Ni2O24
"	-4.915	-14.6903	0	0	"178.137720437
"	"-2.58470104671
"
"Pr8Ti4Ni4O24
"	-2.077	-5.1949	2.637	2.676	"23.228189125
"	"-2.36862416237
"
"Pr8Ti8O24
"	-5.553	-16.8249	0	0	"32.611025
"	"-2.74854443104
"
"Ba2Pr6V8O24
"	-3.441	-9.7586	0.355	0.395	"18.9735033
"	"-2.28240750471
"
"Ba4Pr4V8O24
"	-3.057	-8.4738	0.709	0.748	"57.144381475
"	"-2.18920370571
"
"Ca2Pr6V8O24
"	-3.492	-9.9292	0.435	0.474	"8.63070904687
"	"-2.31240589421
"
"Ca4Pr4V8O24
"	-3.339	-9.4173	0.593	0.673	"21.1232453125
"	"-2.25603998471
"
"Pr6Dy2V8O24
"	-3.225	-9.0359	1.211	1.25	"0
"	"-2.41042461571
"
"Pr4Dy4V8O24
"	-3.158	-8.8117	1.254	1.293	"6.8901275625
"	"-2.43218867771
"
"Pr6Gd2V8O24
"	-4.617	-13.6933	0	0	"0
"	"-2.79225938746
"
"Pr4Gd4V8O24
"	-4.737	-14.0948	0	0	"0
"	"-2.80241622121
"
"Pr6Ho2V8O24
"	-3.249	-9.1162	1.134	1.173	"0
"	"-2.41043718671
"
"Pr4Ho4V8O24
"	-3.199	-8.9489	1.216	1.255	"7.0559253125
"	"-2.43422531971
"
"Pr6Nd2V8O24
"	-3.386	-9.5746	1.285	1.324	"3.69821609375
"	"-2.37386985596
"
"Pr4Nd4V8O24
"	-3.36	-9.4876	1.21	1.249	"23.2118070625
"	"-2.37551040821
"
"Pr6Sm2V8O24
"	-3.374	-9.5344	1.285	1.324	"0
"	"-2.37350671571
"
"Pr4Sm4V8O24
"	-3.329	-9.3839	1.288	1.327	"9.3649023125
"	"-2.37857487771
"
"Sr2Pr6V8O24
"	-3.466	-9.8422	0.395	0.435	"0
"	"-2.31145281121
"
"Sr4Pr4V8O24
"	-3.358	-9.4809	0.395	0.435	"0.531766389704
"	"-2.24935656871
"
"Pr8V7Co1O24
"	-3.44	-9.7553	0.553	0.593	"11.2780820234
"	"-2.31331808058
"
"Pr8V6Co2O24
"	-3.374	-9.5344	0.633	0.672	"54.0607889219
"	"-2.23871760746
"
"Pr8V4Co4O24
"	-2.832	-7.721	1.106	1.145	"69.00741775
"	"-2.12438316121
"
"Pr8V7Cr1O24
"	-3.422	-9.695	1.203	1.281	"0
"	"-2.36234971321
"
"Pr8V6Cr2O24
"	-3.359	-9.4842	1.167	1.245	"0
"	"-2.35102987271
"
"Pr8V4Cr4O24
"	-3.101	-8.621	1.438	1.516	"0
"	"-2.32960919171
"
"Pr8V7Fe1O24
"	-3.47	-9.8556	0.854	0.932	"0
"	"-2.32858436596
"
"Pr8V6Fe2O24
"	-3.338	-9.414	0.855	0.971	"5.20671817187
"	"-2.28757167821
"
"Pr8V4Fe4O24
"	-3.208	-8.979	0.636	0.676	"26.1974495
"	"-2.20106780271
"
"Pr8Mg1V7O24
"	-4.485	-13.2516	0	0	"0
"	"-2.78253196883
"
"Pr8Mg2V6O24
"	-4.126	-12.0505	0	0	"0
"	"-2.78632463396
"
"Pr8Mg4V4O24
"	-3.77	-10.8594	0	0.117	"0
"	"-2.74832696421
"
"Pr8Mn1V7O24
"	-3.276	-9.2065	0.554	0.594	"7.56564178181
"	"-2.34034284099
"
"Pr8Mn2V6O24
"	-3.22	-9.0192	0.389	0.428	"35.6929084386
"	"-2.30371012827
"
"Pr8Mn4V4O24
"	-2.97	-8.1827	0.833	0.912	"42.187522471
"	"-2.25719395284
"
"Pr8V7Ni1O24
"	-3.623	-10.3675	0.355	0.355	"44.5467226484
"	"-2.28004943996
"
"Pr8V6Ni2O24
"	-3.385	-9.5712	0.436	0.476	"73.7535701719
"	"-2.21902482621
"
"Pr8V4Ni4O24
"	-2.625	-7.0284	1.303	1.343	"103.74396875
"	"-2.05006684871
"
"Pr8V8O24
"	-3.414	-9.6683	1.128	1.167	"0
"	"-2.38493530371
"
"Ba8Fe1Co7O24
"	-1.517	-3.3213	0	0	"133.030324873
"	"-1.19331960808
"
"Ba8Fe2Co6O24
"	-1.459	-3.1272	0	0	"120.413788935
"	"-1.23584989346
"
"Ba8Mn1Co7O24
"	-1.481	-3.2008	0	0	"129.601532228
"	"-1.21678508312
"
"Ba8Mn2Co6O24
"	-1.426	-3.0168	0	0	"142.333953646
"	"-1.25400309352
"
"Ba8Co7Ni1O24
"	-1.446	-3.0837	0	0	"159.117704912
"	"-1.11229093208
"
"Ba8Co6Ni2O24
"	-1.416	-2.9834	0	0	"191.113049013
"	"-1.05526804146
"
Ni4Co4Ba8O24	-1.243	-2.4045	0	0	"244.348237216
"	"-0.951977760206
"
"Ba8Mn7Co1O24
"	-1.272	-2.5016	0	0	"168.517826662
"	"-1.47697039557
"
"Ba8Mn6Co2O24
"	-1.291	-2.5651	0	0	"179.412889318
"	"-1.41672588516
"
"Ba8Mn4Co4O24
"	-1.254	-2.4413	0	0.262	"155.663046482
"	"-1.34057486434
"
"Ba8Mn7Fe1O24
"	-1.242	-2.4012	0	0.182	"157.242981487
"	"-1.51796618095
"
Mn6Ba8O24Fe2	-1.203	-2.2707	0	0	"136.431443748
"	"-1.51945770591
"
"Ba8Mn7Ni1O24
"	-1.231	-2.3644	0	0.201	"182.075420764
"	"-1.43838525495
"
"Ba8Mn6Ni2O24
"	-1.222	-2.3343	0	0	"185.197855252
"	"-1.35626910391
"
"Ba8Ni7Co1O24
"	-1.253	-2.438	0	0	"245.692438878
"	"-0.790246088331
"
"Ba8Ni6Co2O24
"	-1.313	-2.6387	0	0	"250.252038324
"	"-0.839148978956
"
"Ba8Ni4Co4O24
"	-1.309	-2.6254	0	0	"260.129737216
"	"-0.936196260206
"
"Ba8Fe1Ni7O24
"	-1.211	-2.2975	0	0	"217.25282394
"	"-0.834980123706
"
"Ba8Fe2Ni6O24
"	-1.208	-2.2874	0	0	"202.269808449
"	"-0.919720049706
"
"Ba8Mn1Ni7O24
"	-1.185	-2.2105	0	0	"265.270592068
"	"-0.81037059874
"
Ni6Mn2Ba8O24	-1.221	-2.3309	0	0	"209.019844705
"	"-0.959786499775
"
"Ba8Mn4Ni4O24
"	-1.137	-2.0499	0	0.967	"215.604849978
"	"-1.13953180184
"
"Ca8Fe1Co7O24
"	-2.037	-5.0611	0	0	"189.093084477
"	"-1.22186891608
"
"Ca8Fe2Co6O24
"	-2.061	-5.1414	0	0	"193.229456332
"	"-1.25011095146
"
"Ca8Mn1Co7O24
"	-1.913	-4.6462	0	0	"132.871922401
"	"-1.29301539112
"
"Ca8Mn2Co6O24
"	-1.988	-4.8972	0	0	"179.65413218
"	"-1.29353690152
"
"Ca8Co7Ni1O24
"	-2.047	-5.0946	0	0	"207.904806722
"	"-1.14565124008
"
"Ca8Co6Ni2O24
"	-1.967	-4.8269	0	0	"234.660650824
"	"-1.09386784946
"
"Ca8Co4Ni4O24
"	-1.813	-4.3116	0	0.869	"286.026589026
"	"-0.992446818206
"
Ca8Mn7Co1O24	-1.854	-4.4488	0	0	"183.828681079
"	"-1.52588095357
"
"Ca8Mn6Co2O24
"	-1.935	-4.7198	0	0	"165.118221299
"	"-1.49728769316
"
Ca8Mn4Co4O24	-1.902	-4.6094	0	0	"168.86730174
"	"-1.39893117234
"
"Ca8Mn7Fe1O24
"	-1.934	-4.7165	0	0	"157.972802935
"	"-1.58411523895
"
"Ca8Mn6Fe2O24
"	-1.87	-4.5023	0	0.107	"158.03796501
"	"-1.56912476391
"
"Ca8Mn7Ni1O24
"	-1.792	-4.2414	0	0.353	"186.40027518
"	"-1.49828181295
"
"Ca8Mn6Ni2O24
"	-1.739	-4.064	0	0	"213.314659502
"	"-1.39903616191
"
Ni4Ca8Mn4O24	-1.609	-3.6291	0	1.021	"275.656178145
"	"-1.19203210984
"
"Ca8Ni7Co1O24
"	-1.811	-4.3049	0	0	"378.45337133
"	"-0.824937396331
"
"Ca8Ni6Co2O24
"	-1.848	-4.4287	0	0	"361.579777229
"	"-0.866838536956
"
"Ca8Ni4Co4O24
"	-1.83	-4.3685	0	0.791	"287.661839026
"	"-0.990811568206
"
"Ca8Fe1Ni7O24
"	-1.767	-4.1577	0	0	"367.138367404
"	"-0.869899181706
"
"Ca8Fe2Ni6O24
"	-1.802	-4.2748	0	0	"342.040019378
"	"-0.953671857706
"
"Ca8Mn1Ni7O24
"	-1.713	-3.9771	0	0	"366.50308111
"	"-0.88419140674
"
"Ca8Mn2Ni6O24
"	-1.692	-3.9068	0	0	"336.224696788
"	"-0.986801057775
"
"Ca8Mn4Ni4O24
"	-1.611	-3.6358	0	0.982	"276.006928145
"	"-1.19168135984
"
"Sr8Fe1Co7O24
"	-1.772	-4.1745	0	0	"88.3272115282
"	"-1.26929608408
"
"Sr8Fe2Co6O24
"	-1.741	-4.0707	0	0	"90.3169483407
"	"-1.30046336946
"
"Sr8Mn1Co7O24
"	-1.753	-4.1109	0	0	"91.5340043601
"	"-1.28567755912
"
"Sr8Mn2Co6O24
"	-1.639	-3.7295	0	0	"106.514784005
"	"-1.32344206952
"
"Sr8Mn4Co4O24
"	-1.561	-3.4685	0	0.13	"99.6813432933
"	"-1.43576609034
"
"Sr8Co7Ni1O24
"	-1.685	-3.8834	0	0	"116.180976537
"	"-1.18273015808
"
"Sr8Co6Ni2O24
"	-1.597	-3.5889	0	0	"134.673116573
"	"-1.13533401746
"
"Sr8Co4Ni4O24
"	-1.48	-3.1975	0	0.93	"178.939784859
"	"-1.02991048621
"
"Sr8Mn7Co1O24
"	-1.56	-3.4651	0	0	"110.139317787
"	"-1.56246437157
"
"Sr8Mn6Co2O24
"	-1.579	-3.5287	0	0	"97.7903793826
"	"-1.53074786116
"
"Sr8Mn7Fe1O24
"	-1.538	-3.3915	0	0	"114.272222612
"	"-1.58805240695
"
"Sr8Mn6Fe2O24
"	-1.481	-3.2008	0	0	"81.5746890313
"	"-1.60640543191
"
"Sr8Mn7Ni1O24
"	-1.489	-3.2276	0	0	"113.869161889
"	"-1.53370698095
"
"Sr8Mn6Ni2O24
"	-1.423	-3.0068	0	0	"142.295817585
"	"-1.43618732991
"
"Sr8Mn4Ni4O24
"	-1.37	-2.8294	0	0.846	"187.875800187
"	"-1.24274777784
"
"Sr8Ni7Co1O24
"	-1.485	-3.2142	0	0	"252.767162288
"	"-0.864347814331
"
"Sr8Ni6Co2O24
"	-1.532	-3.3715	0	0	"241.664953145
"	"-0.906028454956
"
"Sr8Ni4Co4O24
"	-1.477	-3.1874	0	0	"181.295284859
"	"-1.02755498621
"
"Sr8Fe1Ni7O24
"	-1.462	-3.1373	0	0	"243.428371003
"	"-0.908675349706
"
Sr8Fe2O24Ni6	-1.463	-3.1406	0	0	"224.622870574
"	"-0.993048025706
"
Sr8Mn1O24Ni7	-1.464	-3.144	0	0	"249.72472862
"	"-0.92283357474
"
Sr8Mn2O24Ni6	-1.43	-3.0302	0	0.162	"230.118335809
"	"-1.02846172577
"
"Ca4Ba4Fe1Co7O24
"	-1.717	-3.9904	0	0	"196.074158571
"	"-1.17381413708
"
"La4Ba4Fe1Co7O24
"	-2.518	-6.6704	0	0	"114.40771587
"	"-1.50249842183
"
"Pr4Ba4Fe1Co7O24
"	-2.137	-5.3957	0	0	"131.761462182
"	"-1.45018520608
"
"Sr4Ba4Fe1Co7O24
"	-1.605	-3.6157	0	0	"129.607779576
"	"-1.21400047108
"
"Y4Ba4Fe1Co7O24
"	-1.918	-4.6629	0	0	"153.246503495
"	"-1.48077664608
"
"Ca4Ba4Fe2Co6O24
"	-1.663	-3.8098	0	0	"186.026530427
"	"-1.21624017246
"
"La4Ba4Fe2Co6O24
"	-2.442	-6.4161	0	0	"114.507151882
"	"-1.53837795721
"
"Pr4Ba4Fe2Co6O24
"	-1.879	-4.5325	0	0	"130.347187757
"	"-1.48812174146
"
"Sr4Ba4Fe2Co6O24
"	-1.534	-3.3782	0	0	"118.103266388
"	"-1.25866200646
"
"Y4Ba4Fe2Co6O24
"	-1.855	-4.4522	0	0	"136.293767132
"	"-1.52797493146
"
"Ca4Ba4Mn1Co7O24
"	-1.695	-3.9168	0	0	"189.952208134
"	"-1.19750811212
"
"La4Ba4Mn1Co7O24
"	-2.466	-6.4964	0	0	"111.920470781
"	"-1.52317964687
"
"Pr4Ba4Mn1Co7O24
"	-2.078	-5.1983	0	0	"124.477908026
"	"-1.47089693112
"
"Sr4Ba4Mn1Co7O24
"	-1.563	-3.4752	0	0	"126.700822407
"	"-1.23649569612
"
"Y4Ba4Mn1Co7O24
"	-2.229	-5.7035	0	0	"244.148911276
"	"-1.40957912112
"
"Ca4Ba4Mn2Co6O24
"	-1.692	-3.9068	0	0	"189.824629552
"	"-1.24758612252
"
"La4Ba4Mn2Co6O24
"	-2.351	-6.1117	0	0	"114.498161703
"	"-1.57477490727
"
"Pr4Ba4Mn2Co6O24
"	-2.013	-4.9808	0	0	"122.772579444
"	"-1.52255269152
"
"Sr4Ba4Mn2Co6O24
"	-1.552	-3.4384	0	0	"130.390352052
"	"-1.28555145652
"
"Y4Ba4Mn2Co6O24
"	-1.79	-4.2347	0	0	"149.948332694
"	"-1.55373013152
"
"Ca4Ba4Mn4Co4O24
"	-1.539	-3.3949	0	0.258	"189.88100424
"	"-1.34622864334
"
"La4Ba4Mn4Co4O24
"	-2.225	-5.6901	0.214	0.275	"103.756754539
"	"-1.68541717809
"
"Pr4Ba4Mn4Co4O24
"	-1.779	-4.1979	0.194	0.227	"100.207954132
"	"-1.64381621234
"
"Ca4Ba4Co7Ni1O24
"	-1.641	-3.7362	0	0	"220.003380817
"	"-1.09247896108
"
"La4Ba4Co7Ni1O24
"	-2.518	-6.6704	0	0	"124.314123959
"	"-1.43158549583
"
"Pr4Ba4Co7Ni1O24
"	-2.08	-5.205	0	0.12	"139.013580709
"	"-1.38138328008
"
"Sr4Ba4Co7Ni1O24
"	-1.507	-3.2878	0	0	"155.694636864
"	"-1.12972904508
"
"Y4Ba4Co7Ni1O24
"	-2.157	-5.4626	0	0	"259.886083959
"	"-1.31886397008
"
"Ca4Ba4Co6Ni2O24
"	-1.628	-3.6927	0	0	"235.409224918
"	"-1.05204557046
"
"La4Ba4Co6Ni2O24
"	-2.035	-5.0544	0	0	"150.67246806
"	"-1.38019960521
"
"Pr4Ba4Co6Ni2O24
"	-1.681	-3.87	0	0	"163.79917481
"	"-1.33157013946
"
"Sr4Ba4Co6Ni2O24
"	-1.462	-3.1373	0	0	"170.627480966
"	"-1.08976865446
"
"Y4Ba4Co6Ni2O24
"	-1.778	-4.1945	0	0	"285.34442806
"	"-1.26837807946
"
"Ca4Ba4Co4Ni4O24
"	-1.541	-3.4016	0	0	"292.390663121
"	"-0.945009039206
"
"La4Ba4Co4Ni4O24
"	-1.912	-4.6429	0	0.304	"192.284656263
"	"-1.28853232396
"
"Pr4Ba4Co4Ni4O24
"	-1.433	-3.0402	0	0	"169.625113013
"	"-1.27568910821
"
"Sr4Ba4Co4Ni4O24
"	-1.367	-2.8194	0	0.97	"220.161511037
"	"-0.982426623206
"
"Y4Ba4Co4Ni4O24
"	-1.591	-3.5689	0	0	"218.442616263
"	"-1.28522479821
"
"Ca4Ba4Mn7Co1O24
"	-1.619	-3.6626	0	0.257	"196.409133579
"	"-1.48161167457
"
"La4Ba4Mn7Co1O24
"	-2.131	-5.3756	0	0.214	"98.1125625013
"	"-1.82874570932
"
"Pr4Ba4Mn7Co1O24
"	-1.736	-4.054	0	0	"100.864883177
"	"-1.78577549357
"
"Sr4Ba4Mn7Co1O24
"	-1.445	-3.0804	0	0.196	"144.708712621
"	"-1.51637825857
"
"Y4Ba4Mn7Co1O24
"	-1.768	-4.1611	0	0	"152.280199029
"	"-1.78210218357
"
"Ca4Ba4Mn6Co2O24
"	-1.544	-3.4116	0	0	"191.836673799
"	"-1.43888041416
"
"La4Ba4Mn6Co2O24
"	-2.271	-5.844	0	0.152	"123.246629227
"	"-1.76462619891
"
"Pr4Ba4Mn6Co2O24
"	-1.857	-4.4589	0	0	"122.677656829
"	"-1.71642398316
"
"Sr4Ba4Mn6Co2O24
"	-1.367	-2.8194	0	0	"141.535229704
"	"-1.47431999816
"
"Y4Ba4Mn6Co2O24
"	-1.856	-4.4555	0	0	"144.0065577
"	"-1.74640142316
"
"Sr4Ba4Mn4Co4O24
"	-1.383	-2.8729	0	0.39	"133.95472581
"	"-1.38268647734
"
"Y4Ba4Mn4Co4O24
"	-1.62	-3.6659	0	0	"140.405957382
"	"-1.66197140234
"
"Ca4Ba4Mn7Fe1O24
"	-1.504	-3.2778	0	0.251	"190.075255435
"	"-1.52032395995
"
"La4Ba4Mn7Fe1O24
"	-2.05	-5.1046	0	0	"87.0459946888
"	"-1.8681974947
"
"Pr4Ba4Mn7Fe1O24
"	-1.644	-3.7462	0	0.252	"106.220358751
"	"-1.81694227895
"
"Sr4Ba4Mn7Fe1O24
"	-1.37	-2.8294	0	0.218	"129.342617445
"	"-1.56146529395
"
"Y4Ba4Mn7Fe1O24
"	-1.816	-4.3217	0	0.288	"212.302508251
"	"-1.75230496895
"
"Ca4Ba4Mn6Fe2O24
"	-1.449	-3.0938	0	0	"178.58616751
"	"-1.51688773491
"
"La4Ba4Mn6Fe2O24
"	-2.045	-5.0879	0	0	"83.0462436023
"	"-1.86159701966
"
"Pr4Ba4Mn6Fe2O24
"	-1.633	-3.7094	0	0	"101.768107977
"	"-1.81037805391
"
"Sr4Ba4Mn6Fe2O24
"	-1.307	-2.6187	0	0	"122.431670219
"	"-1.55326981891
"
"Y4Ba4Mn6Fe2O24
"	-1.831	-4.3719	0	0	"205.092926144
"	"-1.74576524391
"
"Ca4Ba4Mn7Ni1O24
"	-1.52	-3.3313	0	0.279	"210.33572768
"	"-1.44265753395
"
"La4Ba4Mn7Ni1O24
"	-1.976	-4.857	0	0.229	"103.165152778
"	"-1.7910718187
"
"Pr4Ba4Mn7Ni1O24
"	-1.567	-3.4886	0	0.278	"121.428977278
"	"-1.74018385295
"
"Sr4Ba4Mn7Ni1O24
"	-1.366	-2.8161	0	0.241	"156.136056722
"	"-1.47992336795
"
"Y4Ba4Mn7Ni1O24
"	-1.727	-4.0239	0	0.239	"231.481855293
"	"-1.68049429295
"
"Ca4Ba4Mn6Ni2O24
"	-1.471	-3.1674	0	0	"231.128112002
"	"-1.34953388291
"
"La4Ba4Mn6Ni2O24
"	-1.919	-4.6663	0	0	"118.248559781
"	"-1.70438166766
"
"Pr4Ba4Mn6Ni2O24
"	-1.502	-3.2711	0	0	"135.390845031
"	"-1.65365570191
"
"Sr4Ba4Mn6Ni2O24
"	-1.332	-2.7023	0	0	"177.752167907
"	"-1.38804796691
"
"Y4Ba4Mn6Ni2O24
"	-1.61	-3.6324	0	0	"251.196620227
"	"-1.59439889191
"
"Ca4Ba4Mn4Ni4O24
"	-1.345	-2.7458	0	1.112	"319.116630645
"	"-1.11688283084
"
"La4Ba4Mn4Ni4O24
"	-1.79	-4.2347	0	0.768	"154.419623787
"	"-1.52499711559
"
"Pr4Ba4Mn4Ni4O24
"	-1.377	-2.8529	0	0.761	"169.573330537
"	"-1.47434064984
"
"Y4Ba4Mn4Ni4O24
"	-1.475	-3.1808	0	0.877	"292.536083787
"	"-1.40973108984
"
"Ca4Ba4Ni7Co1O24
"	-1.529	-3.3614	0	0	"351.817501878
"	"-0.782064617331
"
"La4Ba4Ni7Co1O24
"	-1.872	-4.509	0	0	"236.33802852
"	"-1.14379565208
"
"Pr4Ba4Ni7Co1O24
"	-1.48	-3.1975	0	0	"250.57926852
"	"-1.09475018633
"
"Sr4Ba4Ni7Co1O24
"	-1.38	-2.8629	0	0	"267.340579878
"	"-0.820628201331
"
"Y4Ba4Ni7Co1O24
"	-1.6	-3.599	0	0	"367.183227895
"	"-1.03789187633
"
"Ca4Ba4Ni6Co2O24
"	-1.536	-3.3848	0	0	"357.145351324
"	"-0.830199257956
"
"La4Ba4Ni6Co2O24
"	-1.885	-4.5525	0	0	"237.062344466
"	"-1.19369954271
"
"Pr4Ba4Ni6Co2O24
"	-1.473	-3.1741	0	0	"262.896301216
"	"-1.13236282696
"
"Sr4Ba4Ni6Co2O24
"	-1.433	-3.0402	0	0.161	"273.613179324
"	"-0.867818091956
"
"Y4Ba4Ni6Co2O24
"	-1.615	-3.6492	0	0	"362.461054466
"	"-1.09115126696
"
"Ca4Ba4Ni4Co4O24
"	-1.547	-3.4217	0	0	"294.310413121
"	"-0.943089289206
"
"La4Ba4Ni4Co4O24
"	-1.976	-4.857	0	0	"177.346156263
"	"-1.30347082396
"
"Pr4Ba4Ni4Co4O24
"	-1.56	-3.4651	0	0.924	"191.512363013
"	"-1.25380185821
"
"Sr4Ba4Ni4Co4O24
"	-1.376	-2.8495	0	0	"222.246511037
"	"-0.980341623206
"
"Y4Ba4Ni4Co4O24
"	-1.63	-3.6994	0	0.923	"226.507616263
"	"-1.27715979821
"
"Ca4Ba4Fe1Ni7O24
"	-1.477	-3.1874	0	0	"323.82263694
"	"-0.826353902706
"
"La4Ba4Fe1Ni7O24
"	-1.813	-4.3116	0	0.381	"206.364163582
"	"-1.19006393746
"
"Pr4Ba4Fe1Ni7O24
"	-1.439	-3.0603	0	0.323	"221.055903582
"	"-1.14056797171
"
"Sr4Ba4Fe1Ni7O24
"	-1.331	-2.699	0	0	"237.99271494
"	"-0.866270486706
"
"Y4Ba4Fe1Ni7O24
"	-1.538	-3.3915	0	0	"340.306362957
"	"-1.08106316171
"
"Ca4Ba4Fe2Ni6O24
"	-1.494	-3.2443	0	0	"309.856621449
"	"-0.910076828706
"
"La4Ba4Fe2Ni6O24
"	-1.799	-4.2648	0	0	"189.648364591
"	"-1.27370236346
"
"Pr4Ba4Fe2Ni6O24
"	-1.414	-2.9767	0	0.242	"204.046571341
"	"-1.22380139771
"
"Sr4Ba4Fe2Ni6O24
"	-1.339	-2.7257	0	0.285	"223.816699449
"	"-0.950203412706
"
"Y4Ba4Fe2Ni6O24
"	-1.52	-3.3313	0	0	"320.529824591
"	"-1.16567133771
"
"Ca4Ba4Mn1Ni7O24
"	-1.479	-3.1941	0	0	"340.437655068
"	"-0.83314712774
"
"La4Ba4Mn1Ni7O24
"	-1.858	-4.4622	0	0	"213.49368171
"	"-1.20634266249
"
"Pr4Ba4Mn1Ni7O24
"	-1.464	-3.144	0	0	"227.87867171
"	"-1.15715344674
"
"Sr4Ba4Mn1Ni7O24
"	-1.344	-2.7425	0	0	"255.478983068
"	"-0.87219246174
"
"Y4Ba4Mn1Ni7O24
"	-1.577	-3.522	0	0	"349.453381085
"	"-1.09532438674
"
"Ca4Ba4Mn2Ni6O24
"	-1.471	-3.1674	0	0.16	"318.399907705
"	"-0.948350028775
"
"La4Ba4Mn2Ni6O24
"	-1.828	-4.3618	0	0	"201.32142318
"	"-1.31073531352
"
"Pr4Ba4Mn2Ni6O24
"	-1.398	-2.9231	0	0	"232.699818764
"	"-1.24431984777
"
"Sr4Ba4Mn2Ni6O24
"	-1.337	-2.719	0	0.161	"233.810235705
"	"-0.987026362775
"
"Y4Ba4Mn2Ni6O24
"	-1.535	-3.3815	0	0.201	"337.214376097
"	"-1.19908678777
"
"Sr4Ba4Mn4Ni4O24
"	-1.284	-2.5417	0	0.643	"199.00234553
"	"-1.20102116484
"
"Ba4Ca4Fe1Co7O24
"	-1.705	-3.9503	0	0	"187.894408571
"	"-1.18199388708
"
"La4Ca4Fe1Co7O24
"	-2.489	-6.5734	0.136	0.17	"101.887891775
"	"-1.55609195083
"
"Pr4Ca4Fe1Co7O24
"	-1.922	-4.6763	0.431	0.467	"59.8511380874
"	"-1.56316923508
"
"Sr4Ca4Fe1Co7O24
"	-1.907	-4.6261	0	0	"143.517205481
"	"-1.24116475008
"
"Y4Ca4Fe1Co7O24
"	-1.972	-4.8436	0	0	"76.4960376187
"	"-1.60073367508
"
"Ba4Ca4Fe2Co6O24
"	-1.701	-3.9369	0	0	"205.564030427
"	"-1.19670267246
"
"La4Ca4Fe2Co6O24
"	-2.384	-6.2221	0	0	"111.026327787
"	"-1.58293248621
"
"Pr4Ca4Fe2Co6O24
"	-2.136	-5.3923	0	0	"129.319113662
"	"-1.53022352046
"
"Sr4Ca4Fe2Co6O24
"	-1.824	-4.3484	0	0	"156.185442293
"	"-1.26165353546
"
"Y4Ca4Fe2Co6O24
"	-1.878	-4.5291	0	0	"76.9784094743
"	"-1.63262971046
"
"Ba4Ca4Mn1Co7O24
"	-1.582	-3.5388	0	0	"180.660958134
"	"-1.20679936212
"
"La4Ca4Mn1Co7O24
"	-2.357	-6.1318	0	0	"70.4378966858
"	"-1.60573592587
"
"Pr4Ca4Mn1Co7O24
"	-2.051	-5.1079	0	0	"70.822087223
"	"-1.56339271012
"
"Sr4Ca4Mn1Co7O24
"	-1.667	-3.8231	0	0	"130.558998313
"	"-1.27371122512
"
"Y4Ca4Mn1Co7O24
"	-2.12	-5.3388	0	0	"82.3163755428
"	"-1.60983865012
"
"Ba4Ca4Mn2Co6O24
"	-1.679	-3.8633	0	0	"197.124129552
"	"-1.24028662252
"
"La4Ca4Mn2Co6O24
"	-2.314	-5.9879	0	0	"110.209087608
"	"-1.62013768627
"
"Pr4Ca4Mn2Co6O24
"	-2.238	-5.7336	0.379	0.443	"96.9915119328
"	"-1.58493997052
"
"Sr4Ca4Mn2Co6O24
"	-1.868	-4.4957	0	0	"149.647777957
"	"-1.30736773552
"
"Y4Ca4Mn2Co6O24
"	-2.348	-6.1016	0	0	"210.107835323
"	"-1.52935091052
"
"Ba4Ca4Mn4Co4O24
"	-1.536	-3.3848	0	0.258	"195.67275424
"	"-1.34043689334
"
"La4Ca4Mn4Co4O24
"	-2.505	-6.6269	0.365	0.395	"91.2847571679
"	"-1.73366945709
"
"Pr4Ca4Mn4Co4O24
"	-2.026	-5.0243	0	0	"97.7091113525
"	"-1.67965574134
"
"Ba4Ca4Co7Ni1O24
"	-1.661	-3.8031	0	0	"212.756630817
"	"-1.09972571108
"
"La4Ca4Co7Ni1O24
"	-2.169	-5.5027	0	0	"83.5495498644
"	"-1.51342377483
"
"Pr4Ca4Co7Ni1O24
"	-2.321	-6.0113	0	0	"135.164756614
"	"-1.42630580908
"
"Sr4Ca4Co7Ni1O24
"	-1.855	-4.4522	0	0	"166.21281277
"	"-1.16028457408
"
"Y4Ca4Co7Ni1O24
"	-1.875	-4.5191	0	0	"88.6267598644
"	"-1.53119699908
"
"Ba4Ca4Co6Ni2O24
"	-1.639	-3.7295	0	0	"247.684974918
"	"-1.03976982046
"
"La4Ca4Co6Ni2O24
"	-2.226	-5.6935	0	0	"151.356143966
"	"-1.42058963421
"
"Pr4Ca4Co6Ni2O24
"	-2.042	-5.0778	0	0	"161.293350716
"	"-1.37514966846
"
"Sr4Ca4Co6Ni2O24
"	-1.804	-4.2815	0	0	"208.659156871
"	"-1.09281068346
"
"Y4Ca4Co6Ni2O24
"	-2.564	-6.8243	0	0	"252.161353966
"	"-1.34263485846
"
"Ba4Ca4Co4Ni4O24
"	-1.537	-3.3882	0	0	"296.095913121
"	"-0.941303789206
"
