	A1	A1_frac	A2	A2_frac	B1	B1_frac	B2	B2_frac	CrystalClass	All_phases	Multiple_phases	How_many_phases	StructuredFormula
3183	Tm	1.0	_	0.0	Fe	0.94	Al	0.06	orthorhombic	['orthorhombic']	0	1	Tm((Fe0.94Al0.06)O3)
3184	Tm	1.0	_	0.0	Fe	0.9	Al	0.1	orthorhombic	['orthorhombic']	0	1	Tm((Fe0.9Al0.1)O3)
3185	Tm	1.0	_	0.0	Fe	0.85	Al	0.15	orthorhombic	['orthorhombic']	0	1	Tm((Fe0.85Al0.15)O3)
3186	Tm	1.0	_	0.0	Fe	0.97	Ga	0.03	orthorhombic	['orthorhombic']	0	1	Tm((Fe0.97Ga0.03)O3)
3187	Tm	1.0	_	0.0	Fe	0.94	Ga	0.06	orthorhombic	['orthorhombic']	0	1	Tm((Fe0.94Ga0.06)O3)
3188	Tm	1.0	_	0.0	Fe	0.9	Ga	0.1	orthorhombic	['orthorhombic']	0	1	Tm((Fe0.9Ga0.1)O3)
3189	Tm	1.0	_	0.0	Fe	0.85	Ga	0.15	orthorhombic	['orthorhombic']	0	1	Tm((Fe0.85Ga0.15)O3)
3191	La	0.97	K	0.03	Ni	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.97K0.03)(NiO3)
3201	Pr	0.9	Pb	0.1	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.9Pb0.1)(MnO3)
3202	Pr	0.8	Pb	0.2	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.8Pb0.2)(MnO3)
3203	Pr	0.7	Pb	0.3	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.7Pb0.3)(MnO3)
3204	La	1.0	_	0.0	Mn	0.9	Rh	0.1	orthorhombic	['orthorhombic', 'trigonal']	1	2	La((Mn0.9Rh0.1)O3)
3217	Bi	0.7	Sr	0.3	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Bi0.7Sr0.3)(MnO3)
3225	Er	0.5	Y	0.5	Al	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Er0.5Y0.5)AlO3
3228	Ba	1.0	_	0.0	Li	0.4	U	0.6	cubic	['cubic']	0	1	Ba4(Li1.6U0.4)U2O12
3231	K	0.8	Ba	0.2	Nb	1.0	_	0.0	cubic	['cubic']	0	1	(K0.8Ba0.2)(NbO3)
3232	K	0.7	Ba	0.3	Nb	1.0	_	0.0	cubic	['cubic']	0	1	(K0.7Ba0.3)(NbO3)
3233	K	0.6	Ba	0.4	Nb	1.0	_	0.0	cubic	['cubic']	0	1	(K0.6Ba0.4)(NbO3)
3234	Ba	1.0	_	0.0	Ce	0.5	Bi	0.5	orthorhombic	['orthorhombic']	0	1	Ba((Ce0.5Bi0.5)O3)
3235	Ba	1.0	_	0.0	Ce	0.1	Bi	0.9	monoclinic	['monoclinic']	0	1	Ba((Ce0.1Bi0.9)O3)
3240	Ba	1.0	_	0.0	La	0.5	Sb	0.5	monoclinic	['monoclinic']	0	1	Ba2La(SbO6)
3243	Y	1.0	_	0.0	Ni	0.25	Mn	0.75	orthorhombic	['orthorhombic']	0	1	Y(Ni0.25Mn0.75O3)
3245	La	1.0	_	0.0	Mn	0.6	Zn	0.4	orthorhombic	['orthorhombic']	0	1	La(Mn0.6Zn0.4)O3
3250	La	1.0	_	0.0	Mn	0.7	Rh	0.3	orthorhombic	['orthorhombic']	0	1	La(Mn0.7Rh0.3)O3
3251	La	1.0	_	0.0	Mn	0.3	Rh	0.7	orthorhombic	['orthorhombic']	0	1	La(Mn0.3Rh0.7)O3
3252	La	1.0	_	0.0	Mn	0.1	Rh	0.9	orthorhombic	['orthorhombic']	0	1	La(Mn0.1Rh0.9)O3
3254	Pr	1.0	_	0.0	Mn	0.5	Rh	0.5	orthorhombic	['orthorhombic']	0	1	Pr(Mn0.5Rh0.5)O3
3255	Nd	1.0	_	0.0	Mn	0.5	Rh	0.5	orthorhombic	['orthorhombic']	0	1	Nd(Mn0.5Rh0.5)O3
3256	Sm	1.0	_	0.0	Mn	0.5	Rh	0.5	orthorhombic	['orthorhombic']	0	1	Sm(Mn0.5Rh0.5)O3
3257	Eu	1.0	_	0.0	Mn	0.5	Rh	0.5	orthorhombic	['orthorhombic']	0	1	Eu(Mn0.5Rh0.5)O3
3258	Gd	1.0	_	0.0	Mn	0.5	Rh	0.5	orthorhombic	['orthorhombic']	0	1	Gd(Mn0.5Rh0.5)O3
3260	Sr	1.0	_	0.0	Ru	0.6	Mn	0.4	tetragonal	['tetragonal']	0	1	Sr((Ru0.6Mn0.4)O3)
3261	Sr	1.0	_	0.0	Ru	0.4	Mn	0.6	tetragonal	['tetragonal']	0	1	Sr((Ru0.4Mn0.6)O3)
3262	Nd	0.78	Ba	0.22	Co	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.78Ba0.22)(CoO3)
3269	La	1.0	_	0.0	Co	0.42	Fe	0.58	orthorhombic	['orthorhombic', 'trigonal']	1	2	La(Co0.42Fe0.58O3)
3272	Pr	0.9	Ca	0.1	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.9Ca0.1)(FeO3)
3273	Pr	0.8	Ca	0.2	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.8Ca0.2)(FeO3)
3278	Gd	0.9	Sr	0.1	Co	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	Gd0.9Sr0.1(CoO3)
3279	Gd	0.51	Sr	0.49	Co	1.0	_	0.0	cubic	['cubic']	0	1	Gd0.51Sr0.49(CoO3)
3280	Gd	1.0	_	0.0	Co	0.6	Fe	0.4	orthorhombic	['orthorhombic']	0	1	Gd((Co0.6Fe0.4)O3)
3281	Gd	1.0	_	0.0	Co	0.4	Fe	0.6	orthorhombic	['orthorhombic']	0	1	Gd((Co0.4Fe0.6)O3)
3282	Gd	1.0	_	0.0	Co	0.2	Fe	0.8	orthorhombic	['orthorhombic']	0	1	Gd((Co0.2Fe0.8)O3)
3283	Ba	0.45	Sr	0.55	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(Ba0.45Sr0.55)(TiO3)
3293	La	0.01	Ca	0.99	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.01Ca0.99)(MnO3)
3294	La	0.05	Ca	0.95	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.05Ca0.95)(MnO3)
3295	La	0.1	Ca	0.9	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.1Ca0.9)(MnO3)
3298	La	0.3	Ca	0.7	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.3Ca0.7)(MnO3)
3300	La	0.38	Ca	0.62	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.38Ca0.62)(MnO3)
3302	La	0.45	Ca	0.55	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.45Ca0.55)(MnO3)
3308	La	0.9	Ca	0.1	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.9Ca0.1)(MnO3)
3309	La	0.925	Ca	0.075	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.925Ca0.075)(MnO3)
3311	La	0.99	Ca	0.01	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.99Ca0.01)(MnO3)
3316	La	0.9	Pr	0.1	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.9Pr0.1)(MnO3)
3317	La	0.8	Pr	0.2	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.8Pr0.2)(MnO3)
3318	La	0.7	Pr	0.3	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.7Pr0.3)(MnO3)
3319	La	0.6	Pr	0.4	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.6Pr0.4)(MnO3)
3320	La	0.5	Pr	0.5	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.5Pr0.5)(MnO3)
3321	La	0.4	Pr	0.6	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.4Pr0.6)(MnO3)
3322	La	0.2	Pr	0.8	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.2Pr0.8)(MnO3)
3331	Ba	1.0	_	0.0	Nd	0.25	Mn	0.75	trigonal	['trigonal']	0	1	Ba4(NdMn3)O12
3337	Pb	0.97	Cd	0.03	Ti	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Pb0.97Cd0.03)(TiO3)
3338	Pb	0.94	Cd	0.06	Ti	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Pb0.94Cd0.06)(TiO3)
3341	Sr	0.33	Eu	0.67	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.33Eu0.67)(MnO3)
3342	Ba	0.67	Pb	0.33	Ti	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Ba0.67Pb0.33)(TiO3)
3343	La	1.0	_	0.0	Mn	0.7	Cr	0.3	orthorhombic	['orthorhombic']	0	1	La(Mn0.7Cr0.3O3)
3344	La	1.0	_	0.0	Mn	0.5	Cr	0.5	orthorhombic	['orthorhombic']	0	1	La(Mn0.5Cr0.5O3)
3345	K	0.91	H	0.09	Nb	1.0	_	0.0	cubic	['cubic']	0	1	K0.91H0.09(NbO3)
3346	K	0.94	H	0.06	Nb	1.0	_	0.0	tetragonal	['tetragonal']	0	1	K0.94H0.06(NbO3)
3347	Sr	1.0	_	0.0	Fe	0.67	Re	0.33	orthorhombic	['orthorhombic']	0	1	Sr((Fe0.67Re0.33)O3)
3350	La	0.92	Ba	0.08	Co	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.92Ba0.08)(CoO3)
3351	La	0.9	Ba	0.1	Co	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.9Ba0.1)(CoO3)
3352	La	0.88	Ba	0.12	Co	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.88Ba0.12)(CoO3)
3353	La	0.85	Ba	0.15	Co	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.85Ba0.15)(CoO3)
3354	La	0.82	Ba	0.18	Co	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.82Ba0.18)(CoO3)
3355	La	0.8	Ba	0.2	Co	1.0	_	0.0	trigonal	['trigonal', 'orthorhombic']	1	2	(La0.8Ba0.2)(CoO3)
3357	La	0.72	Ba	0.28	Co	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.72Ba0.28)(CoO3)
3358	La	0.7	Ba	0.3	Co	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.7Ba0.3)(CoO3)
3359	La	0.65	Ba	0.35	Co	1.0	_	0.0	cubic	['cubic']	0	1	(La0.65Ba0.35)(CoO3)
3360	La	0.6	Ba	0.4	Co	1.0	_	0.0	cubic	['cubic']	0	1	(La0.6Ba0.4)(CoO3)
3361	La	0.55	Ba	0.45	Co	1.0	_	0.0	cubic	['cubic']	0	1	(La0.55Ba0.45)(CoO3)
3367	La	1.0	_	0.0	Fe	0.6	Ni	0.4	orthorhombic	['orthorhombic']	0	1	La((Fe0.6Ni0.4)O3)
3368	La	1.0	_	0.0	Fe	0.65	Ni	0.35	orthorhombic	['orthorhombic']	0	1	La((Fe0.65Ni0.35)O3)
3369	La	1.0	_	0.0	Fe	0.7	Ni	0.3	orthorhombic	['orthorhombic']	0	1	La((Fe0.7Ni0.3)O3)
3370	La	1.0	_	0.0	Fe	0.8	Ni	0.2	orthorhombic	['orthorhombic']	0	1	La((Fe0.8Ni0.2)O3)
3371	La	1.0	_	0.0	Fe	0.85	Ni	0.15	orthorhombic	['orthorhombic']	0	1	La((Fe0.85Ni0.15)O3)
3372	La	1.0	_	0.0	Fe	0.9	Ni	0.1	orthorhombic	['orthorhombic']	0	1	La((Fe0.9Ni0.1)O3)
3373	La	1.0	_	0.0	Fe	0.95	Ni	0.05	orthorhombic	['orthorhombic']	0	1	La((Fe0.95Ni0.05)O3)
3374	La	1.0	_	0.0	Fe	0.2	Ni	0.8	trigonal	['trigonal']	0	1	La((Fe0.2Ni0.8)O3)
3375	La	1.0	_	0.0	Fe	0.25	Ni	0.75	trigonal	['trigonal']	0	1	La((Fe0.25Ni0.75)O3)
3376	La	1.0	_	0.0	Fe	0.3	Ni	0.7	trigonal	['trigonal']	0	1	La((Fe0.3Ni0.7)O3)
3377	La	1.0	_	0.0	Fe	0.4	Ni	0.6	trigonal	['trigonal']	0	1	La((Fe0.4Ni0.6)O3)
3379	Pr	0.9	Ba	0.1	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.9Ba0.1)(MnO3)
3381	Nd	0.9	Ba	0.1	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.9Ba0.1)(MnO3)
3386	Pb	1.0	_	0.0	Nb	0.5	Fe	0.5	tetragonal	['tetragonal']	0	1	Pb(Nb0.5Fe0.5)O3
3388	La	0.6	Bi	0.4	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.6Bi0.4)(MnO3)
3392	La	0.5	Bi	0.5	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.5Bi0.5)(MnO3)
3394	La	0.4	Bi	0.6	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.4Bi0.6)(MnO3)
3396	Nd	1.0	_	0.0	Mn	0.5	Ni	0.5	monoclinic	['monoclinic']	0	1	Nd((Mn0.5Ni0.5)O3)
3397	Y	1.0	_	0.0	Mn	0.5	Ni	0.5	monoclinic	['monoclinic']	0	1	Y((Mn0.5Ni0.5)O3)
3412	Eu	0.67	Sr	0.33	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Eu0.67Sr0.33)(MnO3)
3413	La	0.67	Li	0.33	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.67Li0.33)(MnO3)
3414	La	0.67	Na	0.33	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.67Na0.33)(MnO3)
3417	Pb	0.95	Bi	0.05	Ti	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Pb0.95Bi0.05)(TiO3)
3418	Pb	0.9	Bi	0.1	Ti	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Pb0.9Bi0.1)(TiO3)
3419	La	0.9	Nd	0.1	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.9Nd0.1)(MnO3)
3420	La	0.8	Nd	0.2	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.8Nd0.2)(MnO3)
3421	La	0.7	Nd	0.3	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.7Nd0.3)(MnO3)
3422	La	0.6	Nd	0.4	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.6Nd0.4)(MnO3)
3423	La	0.5	Nd	0.5	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.5Nd0.5)(MnO3)
3424	La	0.4	Nd	0.6	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.4Nd0.6)(MnO3)
3425	La	0.3	Nd	0.7	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.3Nd0.7)(MnO3)
3426	La	0.2	Nd	0.8	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.2Nd0.8)(MnO3)
3427	La	0.1	Nd	0.9	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.1Nd0.9)(MnO3)
3437	La	0.7	Ce	0.3	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.7Ce0.3)(MnO3)
3438	La	0.6	Ce	0.4	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.6Ce0.4)(MnO3)
3439	La	0.5	Ce	0.5	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.5Ce0.5)(MnO3)
3440	Ba	0.44	Sr	0.56	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(Ba0.44Sr0.56)(TiO3)
3441	Pr	0.67	Ca	0.33	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.67Ca0.33)(MnO3)
3443	Pr	0.67	Pb	0.33	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.67Pb0.33)(MnO3)
3458	Pr	0.75	Na	0.25	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.75Na0.25)(MnO3)
3464	Sm	0.2	Ca	0.8	Mn	1.0	_	0.0	orthorhombic	['orthorhombic', 'monoclinic']	1	2	(Sm0.2Ca0.8)(MnO3)
3467	Sm	0.15	Ca	0.85	Mn	1.0	_	0.0	orthorhombic	['orthorhombic', 'monoclinic']	1	2	(Sm0.15Ca0.85)(MnO3)
3470	Sm	0.08	Ca	0.92	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sm0.08Ca0.92)(MnO3)
3481	Bi	0.55	La	0.45	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Bi0.55La0.45)(FeO3)
3482	Ba	0.996	Y	0.004	Ti	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Ba0.996Y0.004)(TiO3)
3485	Bi	0.7	Gd	0.3	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Bi0.7Gd0.3)(FeO3)
3489	Ba	1.0	_	0.0	Sn	0.22	Mn	0.78	hexagonal	['hexagonal']	0	1	Ba5((Sn1.1Mn3.9)O15)
3490	La	0.9	Ag	0.1	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.9Ag0.1)(FeO3)
3491	La	0.8	Ag	0.2	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.8Ag0.2)(FeO3)
3492	La	0.7	Ag	0.3	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.7Ag0.3)(FeO3)
3494	Sr	1.0	_	0.0	Co	0.4	Sb	0.6	trigonal	['trigonal']	0	1	Sr2((Co0.8Sb1.2)O6)
3495	Sr	1.0	_	0.0	Co	0.55	Sb	0.45	monoclinic	['monoclinic']	0	1	Sr2((Co1.1Sb0.9)O6)
3497	Ca	0.8	Eu	0.2	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ca0.8Eu0.2)(MnO3)
3498	Ca	0.7	Eu	0.3	Mn	1.0	_	0.0	monoclinic	['monoclinic']	0	1	(Ca0.7Eu0.3)(MnO3)
3499	Ca	0.6	Eu	0.4	Mn	1.0	_	0.0	monoclinic	['monoclinic']	0	1	(Ca0.6Eu0.4)(MnO3)
3500	La	0.74	Ca	0.26	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.74Ca0.26)(MnO3)
3505	Bi	0.3	Gd	0.7	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Bi0.3Gd0.7)(FeO3)
3506	La	1.0	_	0.0	Co	0.95	Mg	0.05	trigonal	['trigonal']	0	1	La((Co0.95Mg0.05)O3)
3507	La	1.0	_	0.0	Co	0.9	Mg	0.1	trigonal	['trigonal']	0	1	La((Co0.9Mg0.1)O3)
3508	La	1.0	_	0.0	Co	0.85	Mg	0.15	trigonal	['trigonal']	0	1	La((Co0.85Mg0.15)O3)
3509	La	1.0	_	0.0	Co	0.8	Mg	0.2	trigonal	['trigonal']	0	1	La((Co0.8Mg0.2)O3)
3515	Sr	1.0	_	0.0	Ru	0.5	Ti	0.5	tetragonal	['tetragonal']	0	1	Sr2Ru(TiO6)
3516	La	0.95	Ag	0.05	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.95Ag0.05)(MnO3)
3520	La	0.75	Ag	0.25	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.75Ag0.25)(MnO3)
3522	Bi	0.6	Gd	0.4	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Bi0.6Gd0.4)(FeO3)
3523	Bi	0.5	Gd	0.5	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Bi0.5Gd0.5)(FeO3)
3538	Y	1.0	_	0.0	Fe	0.7	Co	0.3	orthorhombic	['orthorhombic']	0	1	Y(Fe0.7Co0.3)O3
3540	Y	1.0	_	0.0	Fe	0.5	Co	0.5	orthorhombic	['orthorhombic']	0	1	Y(Fe0.5Co0.5)O3
3542	Y	1.0	_	0.0	Fe	0.3	Co	0.7	orthorhombic	['orthorhombic']	0	1	Y(Fe0.3Co0.7)O3
3545	Y	1.0	_	0.0	Cr	0.99	Al	0.01	orthorhombic	['orthorhombic']	0	1	Y(Cr0.99Al0.01)O3
3546	Y	1.0	_	0.0	Cr	0.975	Al	0.025	orthorhombic	['orthorhombic']	0	1	Y(Cr0.975Al0.025)O3
3547	Y	1.0	_	0.0	Cr	0.95	Al	0.05	orthorhombic	['orthorhombic']	0	1	Y(Cr0.950Al0.050)O3
3548	Y	1.0	_	0.0	Cr	0.925	Al	0.075	orthorhombic	['orthorhombic']	0	1	Y(Cr0.925Al0.075)O3
3549	Y	1.0	_	0.0	Cr	0.9	Al	0.1	orthorhombic	['orthorhombic']	0	1	Y(Cr0.900Al0.100)O3
3550	Y	1.0	_	0.0	Cr	0.8	Al	0.2	orthorhombic	['orthorhombic']	0	1	Y(Cr0.800Al0.200)O3
3552	Ho	1.0	_	0.0	Mn	0.125	Cr	0.875	orthorhombic	['orthorhombic']	0	1	Ho(Mn0.125Cr0.875)O3
3553	Ho	1.0	_	0.0	Mn	0.25	Cr	0.75	orthorhombic	['orthorhombic']	0	1	Ho(Mn0.25Cr0.75)O3
3554	Ho	1.0	_	0.0	Mn	0.5	Cr	0.5	orthorhombic	['orthorhombic']	0	1	Ho(Mn0.5Cr0.5)O3
3555	Ho	1.0	_	0.0	Mn	0.75	Cr	0.25	orthorhombic	['orthorhombic']	0	1	Ho(Mn0.75Cr0.25)O3
3556	Ho	1.0	_	0.0	Mn	0.875	Cr	0.125	orthorhombic	['orthorhombic']	0	1	Ho(Mn0.875Cr0.125)O3
3562	Lu	1.0	_	0.0	Ni	0.5	Ir	0.5	monoclinic	['monoclinic']	0	1	Lu2Ni(IrO6)
3563	Sr	0.2	Ba	0.8	Tb	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.2Ba0.8)TbO3
3564	Dy	0.55	Sr	0.45	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Dy0.55Sr0.45)MnO3
3565	Th	0.25	Cu	0.75	Mn	1.0	_	0.0	cubic	['cubic']	0	1	(ThCu3)(Mn2Mn2)O12
3566	Ba	0.5	Sr	0.5	Mo	1.0	_	0.0	cubic	['cubic']	0	1	(Ba0.5Sr0.5)MoO3
3567	Ca	1.0	_	0.0	Y	0.5	Ru	0.5	monoclinic	['monoclinic']	0	1	Ca2Y(RuO6)
3568	La	1.0	_	0.0	Cr	0.63	Ni	0.37	orthorhombic	['orthorhombic']	0	1	La(Cr0.63Ni0.37)O3
3570	Dy	0.5	Na	0.5	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Dy0.5Na0.5)(TiO3)
3571	Ho	0.5	Na	0.5	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ho0.5Na0.5)(TiO3)
3572	Er	0.5	Na	0.5	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Er0.5Na0.5)(TiO3)
3573	Tm	0.5	Na	0.5	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Tm0.5Na0.5)(TiO3)
3574	Yb	0.5	Na	0.5	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Yb0.5Na0.5)(TiO3)
3576	Sr	0.5	Ca	0.5	V	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.5Ca0.5)(VO3)
3581	Ca	1.0	_	0.0	Al	0.5	Ta	0.5	monoclinic	['monoclinic']	0	1	Ca2Al(TaO6)
3583	La	1.0	_	0.0	Ni	0.5	Rh	0.5	orthorhombic	['orthorhombic']	0	1	La2Ni(RhO6)
3584	Ca	0.8	Sr	0.2	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ca0.8Sr0.2)(MnO3)
3585	Ca	0.6	Sr	0.4	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ca0.6Sr0.4)(MnO3)
3586	Ca	0.5	Sr	0.5	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ca0.5Sr0.5)(MnO3)
3590	La	0.95	Sr	0.05	Cr	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.95Sr0.05)(CrO3)
3591	La	0.85	Sr	0.15	Cr	1.0	_	0.0	trigonal	['trigonal', 'orthorhombic']	1	2	(La0.85Sr0.15)(CrO3)
3597	Nd	1.0	_	0.0	Ga	0.5	Mn	0.5	orthorhombic	['orthorhombic']	0	1	Nd2Ga(MnO6)
3601	Sr	1.0	_	0.0	Ti	0.25	Zr	0.75	orthorhombic	['orthorhombic']	0	1	Sr(Ti0.25Zr0.75)O3
3603	Sr	1.0	_	0.0	Ti	0.35	Zr	0.65	orthorhombic	['orthorhombic']	0	1	Sr(Ti0.35Zr0.65)O3
3605	Sr	1.0	_	0.0	Ti	0.45	Zr	0.55	tetragonal	['tetragonal']	0	1	Sr(Ti0.45Zr0.55)O3
3609	Sr	1.0	_	0.0	Ti	0.55	Zr	0.45	tetragonal	['tetragonal']	0	1	Sr(Ti0.55Zr0.45)O3
3611	Sr	1.0	_	0.0	Ti	0.65	Zr	0.35	tetragonal	['tetragonal']	0	1	Sr(Ti0.65Zr0.35)O3
3613	Sr	1.0	_	0.0	Ti	0.725	Zr	0.275	tetragonal	['tetragonal']	0	1	Sr(Ti0.725Zr0.275)O3
3614	Sr	1.0	_	0.0	Ti	0.75	Zr	0.25	tetragonal	['tetragonal']	0	1	Sr(Ti0.75Zr0.25)O3
3615	Sr	1.0	_	0.0	Ti	0.775	Zr	0.225	tetragonal	['tetragonal']	0	1	Sr(Ti0.775Zr0.225)O3
3617	Sr	1.0	_	0.0	Ti	0.825	Zr	0.175	tetragonal	['tetragonal']	0	1	Sr(Ti0.825Zr0.175)O3
3618	Sr	1.0	_	0.0	Ti	0.85	Zr	0.15	tetragonal	['tetragonal']	0	1	Sr(Ti0.85Zr0.15)O3
3619	Sr	1.0	_	0.0	Ti	0.875	Zr	0.125	tetragonal	['tetragonal']	0	1	Sr(Ti0.875Zr0.125)O3
3621	Sr	1.0	_	0.0	Ti	0.925	Zr	0.075	tetragonal	['tetragonal']	0	1	Sr(Ti0.925Zr0.075)O3
3622	Sr	1.0	_	0.0	Ti	0.95	Zr	0.05	tetragonal	['tetragonal']	0	1	Sr(Ti0.95Zr0.05)O3
3623	La	0.616	Ca	0.384	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.616Ca0.384)(MnO3)
3624	La	0.642	Ca	0.358	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.642Ca0.358)(MnO3)
3627	Ca	0.25	Cu	0.75	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(Ca0.25Cu0.75)(TiO3)
3630	Na	0.7	Sr	0.3	Nb	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Na0.7Sr0.3)(NbO3)
3631	Na	0.6	Sr	0.4	Nb	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Na0.6Sr0.4)(NbO3)
