	A1	A1_frac	A2	A2_frac	B1	B1_frac	B2	B2_frac	CrystalClass	All_phases	Multiple_phases	How_many_phases	StructuredFormula
2460	Ba	1.0	_	0.0	Sn	0.05	Ti	0.95	cubic	['cubic', 'tetragonal']	1	2	Ba1(Sn0.05Ti0.95)O3
2462	Ba	1.0	_	0.0	Ti	0.975	Sn	0.025	orthorhombic	['orthorhombic']	0	1	Ba(Ti0.975Sn0.025)O3
2463	Ba	1.0	_	0.0	Ti	0.94	Sn	0.06	orthorhombic	['orthorhombic', 'tetragonal']	1	2	Ba(Ti0.94Sn0.06)O3
2464	Ba	1.0	_	0.0	Ti	0.93	Sn	0.07	tetragonal	['tetragonal']	0	1	Ba(Ti0.93Sn0.07)O3
2465	Ba	1.0	_	0.0	Ti	0.92	Sn	0.08	orthorhombic	['orthorhombic']	0	1	Ba(Ti0.92Sn0.08)O3
2466	Ba	1.0	_	0.0	Sn	0.09	Ti	0.91	cubic	['cubic']	0	1	Ba(Sn0.09Ti0.91)O3
2467	Ba	1.0	_	0.0	Ti	0.88	Sn	0.12	cubic	['cubic']	0	1	Ba(Ti0.88Sn0.12)O3
2468	Ba	1.0	_	0.0	Ti	0.85	Sn	0.15	cubic	['cubic']	0	1	Ba(Ti0.85Sn0.15)O3
2469	Ba	1.0	_	0.0	Sn	0.16	Ti	0.84	cubic	['cubic']	0	1	Ba1(Sn0.16Ti0.84)O3
2471	Gd	1.0	_	0.0	Co	0.5	Fe	0.5	orthorhombic	['orthorhombic']	0	1	Gd(Co0.50Fe0.50)O3
2473	Pr	1.0	_	0.0	Co	0.5	Fe	0.5	orthorhombic	['orthorhombic']	0	1	Pr(Co0.50Fe0.50)O3
2474	Eu	1.0	_	0.0	Co	0.5	Fe	0.5	orthorhombic	['orthorhombic']	0	1	Eu(Co0.50Fe0.50)O3
2475	Ca	1.0	_	0.0	Cr	0.44	Mo	0.56	orthorhombic	['orthorhombic']	0	1	Ca(Cr0.44Mo0.56)O3
2480	Na	0.5	Tb	0.5	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(NaTb)0.5TiO3
2481	Na	0.5	Eu	0.5	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(NaEu)0.5TiO3
2482	Ce	0.5	La	0.5	Al	1.0	_	0.0	orthorhombic	['orthorhombic', 'trigonal', 'cubic', 'tetragonal']	1	4	(Ce0.5La0.5)AlO3
2485	Ce	0.5	Nd	0.5	Al	1.0	_	0.0	monoclinic	['monoclinic']	0	1	(Ce0.5Nd0.5)AlO3
2486	Ce	0.7	Nd	0.3	Al	1.0	_	0.0	orthorhombic	['orthorhombic', 'trigonal']	1	2	(Ce0.7Nd0.3)AlO3
2489	Ba	1.0	_	0.0	Sr	0.5	W	0.5	monoclinic	['monoclinic']	0	1	Ba2Sr(WO6)
2490	La	0.5	Na	0.5	Ti	1.0	_	0.0	tetragonal	['tetragonal', 'trigonal']	1	2	(LaNa)0.5TiO3
2492	Gd	0.5	Na	0.5	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(GdNa)0.5TiO3
2493	Lu	0.5	Na	0.5	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(LuNa)0.5TiO3
2494	Y	0.5	Na	0.5	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(YNa)0.5TiO3
2503	Sr	1.0	_	0.0	Co	0.5	Sb	0.5	trigonal	['trigonal']	0	1	Sr2(CoSb)O6
2505	La	1.0	_	0.0	Ni	0.5	Fe	0.5	orthorhombic	['orthorhombic', 'trigonal']	1	2	La(Ni0.5Fe0.5)O3
2510	Ca	1.0	_	0.0	Mn	0.5	Ta	0.5	monoclinic	['monoclinic']	0	1	Ca2(MnTaO6)
2511	Ba	1.0	_	0.0	Pr	0.5	Sn	0.5	trigonal	['trigonal']	0	1	Ba2(PrSn)O6
2514	Bi	1.0	_	0.0	Mn	0.7	Sc	0.3	monoclinic	['monoclinic']	0	1	Bi(Mn0.7Sc0.3O3)
2515	Bi	1.0	_	0.0	Mn	0.5	Sc	0.5	monoclinic	['monoclinic']	0	1	Bi(Mn0.5Sc0.5O3)
2516	Bi	1.0	_	0.0	Mn	0.6	Sc	0.4	monoclinic	['monoclinic']	0	1	Bi(Mn0.6Sc0.4O3)
2517	Bi	1.0	_	0.0	Mn	0.3	Sc	0.7	monoclinic	['monoclinic']	0	1	Bi(Mn0.3Sc0.7O3)
2518	Ca	0.9	Ce	0.1	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ca0.9Ce0.1)(MnO3)
2519	Nd	0.95	Sr	0.05	Ni	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.95Sr0.05)(NiO3)
2520	Nd	0.95	Th	0.05	Ni	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.95Th0.05)(NiO3)
2524	Sr	1.0	_	0.0	La	0.5	Sb	0.5	monoclinic	['monoclinic']	0	1	Sr2La(SbO6)
2525	La	0.95	Ca	0.05	Co	1.0	_	0.0	monoclinic	['monoclinic']	0	1	(La0.95Ca0.05)CoO3
2526	La	0.9	Ca	0.1	Co	1.0	_	0.0	monoclinic	['monoclinic']	0	1	(La0.9Ca0.1)CoO3
2527	La	0.8	Ca	0.2	Co	1.0	_	0.0	monoclinic	['monoclinic']	0	1	(La0.8Ca0.2)CoO3
2528	La	0.7	Ca	0.3	Co	1.0	_	0.0	monoclinic	['monoclinic']	0	1	(La0.7Ca0.3)CoO3
2529	La	0.95	Sr	0.05	Co	1.0	_	0.0	monoclinic	['monoclinic']	0	1	(La0.95Sr0.05)CoO3
2530	La	0.9	Sr	0.1	Co	1.0	_	0.0	monoclinic	['monoclinic', 'trigonal']	1	2	(La0.9Sr0.1)CoO3
2531	La	0.8	Sr	0.2	Co	1.0	_	0.0	monoclinic	['monoclinic', 'trigonal']	1	2	(La0.8Sr0.2)CoO3
2533	Ca	1.0	_	0.0	In	0.5	Sb	0.5	monoclinic	['monoclinic']	0	1	Ca2(InSbO6)
2535	La	1.0	_	0.0	Co	0.885	Fe	0.115	trigonal	['trigonal']	0	1	La(Co0.885Fe0.115)O3
2536	La	1.0	_	0.0	Co	0.888	Fe	0.11199999999999999	trigonal	['trigonal']	0	1	La(Co0.888Fe0.112)O3
2537	Ca	1.0	_	0.0	Co	0.5	Nb	0.5	monoclinic	['monoclinic']	0	1	Ca2Co(NbO6)
2539	Sr	0.67	La	0.33	Ti	1.0	_	0.0	orthorhombic	['orthorhombic', 'cubic']	1	2	(Sr0.67La0.33)(TiO3)
2542	Nd	0.9	Ca	0.1	Co	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.9Ca0.1)CoO3
2543	Nd	0.8	Ca	0.2	Co	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.8Ca0.2)CoO3
2545	Bi	1.0	_	0.0	Mn	0.667	Ni	0.33299999999999996	orthorhombic	['orthorhombic']	0	1	Bi2(Mn1.334Ni0.666)O6
2546	Sr	0.84	La	0.16	Ru	1.0	_	0.0	cubic	['cubic']	0	1	(Sr0.84La0.16)(RuO3)
2547	Li	0.05	Na	0.95	Nb	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Li0.05Na0.95)NbO3
2548	Bi	1.0	_	0.0	Zn	0.5	V	0.5	tetragonal	['tetragonal']	0	1	Bi(Zn0.5V0.5)O3
2549	Sc	1.0	_	0.0	Ni	0.5	Mn	0.5	monoclinic	['monoclinic']	0	1	Sc2Ni(MnO6)
2550	Pr	1.0	_	0.0	Zn	0.5	Ti	0.5	monoclinic	['monoclinic']	0	1	Pr2(ZnTi)O6
2551	Gd	1.0	_	0.0	Zn	0.5	Ti	0.5	monoclinic	['monoclinic']	0	1	Gd2(ZnTi)O6
2552	Ba	1.0	_	0.0	Ti	0.96	Sn	0.04	tetragonal	['tetragonal', 'orthorhombic']	1	2	Ba(Ti0.96Sn0.04)O3
2554	Tb	1.0	_	0.0	Mn	0.9	Fe	0.1	orthorhombic	['orthorhombic']	0	1	Tb(Mn0.9Fe0.1)O3
2555	Tb	1.0	_	0.0	Mn	0.7	Fe	0.3	orthorhombic	['orthorhombic']	0	1	Tb(Mn0.7Fe0.3)O3
2556	Tb	1.0	_	0.0	Mn	0.5	Fe	0.5	orthorhombic	['orthorhombic']	0	1	Tb(Mn0.5Fe0.5)O3
2557	Tb	1.0	_	0.0	Mn	0.3	Fe	0.7	orthorhombic	['orthorhombic']	0	1	Tb(Mn0.3Fe0.7)O3
2558	Tb	1.0	_	0.0	Mn	0.1	Fe	0.9	orthorhombic	['orthorhombic']	0	1	Tb(Mn0.1Fe0.9)O3
2564	Sr	1.0	_	0.0	Cr	0.5	Re	0.5	tetragonal	['tetragonal']	0	1	Sr2(CrRe)O6
2565	Sr	1.0	_	0.0	Fe	0.67	Te	0.33	tetragonal	['tetragonal']	0	1	Sr(Fe0.67Te0.33)O3
2567	Sr	0.94	Ca	0.06	Mo	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Sr0.94Ca0.06)MoO3
2568	Sr	0.9	Ca	0.1	Mo	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Sr0.9Ca0.1)MoO3
2569	Sr	0.86	Ca	0.14	Mo	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.86Ca0.14)MoO3
2570	Sr	0.84	Ca	0.16	Mo	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.84Ca0.16)MoO3
2571	Sr	0.82	Ca	0.18	Mo	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.82Ca0.18)MoO3
2574	Ba	1.0	_	0.0	Ce	0.8	Pr	0.2	orthorhombic	['orthorhombic']	0	1	Ba(Ce0.8Pr0.2)O3
2576	Ba	1.0	_	0.0	Ce	0.6	Pr	0.4	orthorhombic	['orthorhombic']	0	1	Ba(Ce0.6Pr0.4)O3
2578	Ba	1.0	_	0.0	Ce	0.4	Pr	0.6	orthorhombic	['orthorhombic']	0	1	Ba(Ce0.4Pr0.6)O3
2580	Ba	1.0	_	0.0	Ce	0.2	Pr	0.8	orthorhombic	['orthorhombic']	0	1	Ba(Ce0.2Pr0.8)O3
2582	Ba	1.0	_	0.0	Sc	0.425	Ru	0.575	trigonal	['trigonal']	0	1	Ba2(Sc0.85Ru0.15)RuO6
2583	Bi	0.5	Y	0.5	Cr	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Bi0.5Y0.5)CrO3
2584	Bi	0.8	Y	0.2	Cr	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Bi0.8Y0.2)CrO3
2585	Bi	0.95	Y	0.05	Cr	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Bi0.95Y0.05)CrO3
2586	La	0.9	Gd	0.1	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	La0.9Gd0.1(MnO3)
2587	La	0.8	Gd	0.2	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	La0.8Gd0.2(MnO3)
2588	La	0.7	Gd	0.3	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	La0.7Gd0.3(MnO3)
2589	Bi	1.0	_	0.0	Mn	0.7	Cr	0.3	monoclinic	['monoclinic']	0	1	Bi(Mn0.7Cr0.3)O3
2590	Bi	1.0	_	0.0	Mn	0.6	Cr	0.4	monoclinic	['monoclinic']	0	1	Bi(Mn0.6Cr0.4)O3
2591	Bi	1.0	_	0.0	Mn	0.5	Cr	0.5	monoclinic	['monoclinic']	0	1	Bi(Mn0.5Cr0.5)O3
2592	Bi	1.0	_	0.0	Mn	0.4	Cr	0.6	monoclinic	['monoclinic']	0	1	Bi(Mn0.4Cr0.6)O3
2593	Bi	1.0	_	0.0	Mn	0.3	Cr	0.7	monoclinic	['monoclinic']	0	1	Bi(Mn0.3Cr0.7)O3
2594	Bi	1.0	_	0.0	Mn	0.2	Cr	0.8	monoclinic	['monoclinic']	0	1	Bi(Mn0.2Cr0.8)O3
2595	Y	0.75	Ca	0.25	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Y0.75Ca0.25)MnO3
2597	Dy	0.75	Ca	0.25	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Dy0.75Ca0.25)MnO3
2598	Ho	0.75	Ca	0.25	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ho0.75Ca0.25)MnO3
2599	Er	0.75	Ca	0.25	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Er0.75Ca0.25)MnO3
2600	Nd	0.5	Ba	0.5	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.5Ba0.5)MnO3
2601	Sr	1.0	_	0.0	Pr	0.5	Sb	0.5	monoclinic	['monoclinic']	0	1	Sr2Pr(SbO6)
2603	Sr	1.0	_	0.0	Sm	0.5	Sb	0.5	monoclinic	['monoclinic']	0	1	Sr2Sm(SbO6)
2612	Sr	1.0	_	0.0	Lu	0.5	Sb	0.5	monoclinic	['monoclinic']	0	1	Sr2Lu(SbO6)
2613	Pr	0.9	Sr	0.1	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.9Sr0.1)MnO3
2614	Pr	0.8	Sr	0.2	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.8Sr0.2)MnO3
2620	Nd	0.95	Tb	0.05	Al	1.0	_	0.0	trigonal	['trigonal']	0	1	(Nd0.95Tb0.05)AlO3
2621	Nd	0.9	Tb	0.1	Al	1.0	_	0.0	trigonal	['trigonal']	0	1	(Nd0.90Tb0.10)AlO3
2622	Nd	0.85	Tb	0.15	Al	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.85Tb0.15)AlO3
2623	Nd	0.8	Tb	0.2	Al	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.8Tb0.2)AlO3
2624	Nd	0.75	Tb	0.25	Al	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.75Tb0.25)AlO3
2625	Nd	0.7	Tb	0.3	Al	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.7Tb0.3)AlO3
2626	Nd	0.6	Tb	0.4	Al	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.6Tb0.4)AlO3
2627	Nd	0.5	Tb	0.5	Al	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.5Tb0.5)AlO3
2628	Nd	0.3	Tb	0.7	Al	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.3Tb0.7)AlO3
2629	Nd	0.97	Dy	0.03	Al	1.0	_	0.0	trigonal	['trigonal']	0	1	(Nd0.97Dy0.03)AlO3
2631	La	1.0	_	0.0	Co	0.667	Ni	0.33299999999999996	trigonal	['trigonal']	0	1	La(Co0.667Ni0.333)O3
2633	Sm	1.0	_	0.0	Fe	0.5	Mn	0.5	orthorhombic	['orthorhombic']	0	1	Sm(Fe0.5Mn0.5)O3
2634	La	0.9	Li	0.1	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.90Li0.10)MnO3
2635	Ba	0.8	Sr	0.2	Ti	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Ba0.8Sr0.2)TiO3
2637	Yb	1.0	_	0.0	Cr	0.95	Ru	0.05	orthorhombic	['orthorhombic']	0	1	Yb(Cr0.95Ru0.05)O3
2638	Yb	1.0	_	0.0	Cr	0.9	Ru	0.1	orthorhombic	['orthorhombic']	0	1	Yb(Cr0.9Ru0.1)O3
2639	Yb	1.0	_	0.0	Cr	0.85	Ru	0.15	orthorhombic	['orthorhombic']	0	1	Yb(Cr0.85Ru0.15)O3
2640	La	1.0	_	0.0	Li	0.5	Ta	0.5	monoclinic	['monoclinic']	0	1	La2Li(TaO6)
2641	Mg	0.78	Fe	0.22	Ge	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Mg0.78Fe0.22)GeO3
2643	Bi	0.8	Sm	0.2	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Bi0.8Sm0.2)FeO3
2644	La	0.78	Ca	0.22	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.78Ca0.22)MnO3
2647	Sm	0.55	Sr	0.45	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sm0.55Sr0.45)MnO3
2648	Y	1.0	_	0.0	Co	0.5	Mn	0.5	monoclinic	['monoclinic']	0	1	Y2Co(MnO6)
2649	Ba	1.0	_	0.0	Zr	0.25	Ti	0.75	cubic	['cubic']	0	1	Ba(Zr0.25Ti0.75)O3
2650	La	0.6	Ba	0.4	Mn	1.0	_	0.0	orthorhombic	['orthorhombic', 'trigonal']	1	2	(La0.6Ba0.4)MnO3
2652	Ba	1.0	_	0.0	Tb	0.95	Bi	0.05	triclinic	['triclinic']	0	1	Ba(Tb0.95Bi0.05)O3
2653	Ba	1.0	_	0.0	Tb	0.9	Bi	0.1	triclinic	['triclinic']	0	1	Ba(Tb0.90Bi0.10)O3
2654	Ba	1.0	_	0.0	Tb	0.85	Bi	0.15	triclinic	['triclinic']	0	1	Ba(Tb0.85Bi0.15)O3
2655	Ba	1.0	_	0.0	Tb	0.75	Bi	0.25	triclinic	['triclinic']	0	1	Ba(Tb0.75Bi0.25)O3
2657	Ba	1.0	_	0.0	Tb	0.8	Bi	0.2	triclinic	['triclinic']	0	1	Ba(Tb0.80Bi0.20)O3
2660	Nd	0.9	Sr	0.1	Co	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.9Sr0.1)CoO3
2661	Nd	0.85	Sr	0.15	Co	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.85Sr0.15)CoO3
2662	Nd	0.8	Sr	0.2	Co	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.8Sr0.2)CoO3
2663	Nd	0.7	Sr	0.3	Co	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.7Sr0.3)CoO3
2664	Nd	0.6	Sr	0.4	Co	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.6Sr0.4)CoO3
2665	Nd	0.5	Sr	0.5	Co	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.5Sr0.5)CoO3
2668	La	1.0	_	0.0	Mn	0.7	Ru	0.3	trigonal	['trigonal']	0	1	La(Mn0.7Ru0.3)O3
2669	La	1.0	_	0.0	Mn	0.6	Ru	0.4	trigonal	['trigonal']	0	1	La(Mn0.6Ru0.4)O3
2670	La	1.0	_	0.0	Co	0.95	Ni	0.05	trigonal	['trigonal', 'monoclinic']	1	2	La(Co0.95Ni0.05)O3
2671	La	1.0	_	0.0	Co	0.9	Ni	0.1	trigonal	['trigonal']	0	1	La(Co0.9Ni0.1)O3
2672	La	1.0	_	0.0	Co	0.8	Ni	0.2	trigonal	['trigonal']	0	1	La(Co0.8Ni0.2)O3
2673	La	1.0	_	0.0	Co	0.7	Ni	0.3	trigonal	['trigonal']	0	1	La(Co0.7Ni0.3)O3
2674	La	1.0	_	0.0	Co	0.6	Ni	0.4	trigonal	['trigonal']	0	1	La(Co0.6Ni0.4)O3
2676	Dy	0.9	K	0.1	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Dy0.9K0.1)MnO3
2677	Dy	0.8	K	0.2	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Dy0.8K0.2)MnO3
2678	Dy	0.7	K	0.3	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Dy0.7K0.3)MnO3
2679	La	1.0	_	0.0	Ga	0.9	Fe	0.1	orthorhombic	['orthorhombic']	0	1	La(Ga0.9Fe0.1)O3
2680	La	1.0	_	0.0	Ga	0.7	Fe	0.3	orthorhombic	['orthorhombic']	0	1	La(Ga0.7Fe0.3)O3
2681	La	1.0	_	0.0	Ga	0.6	Fe	0.4	orthorhombic	['orthorhombic']	0	1	La(Ga0.6Fe0.4)O3
2682	Ho	0.33	Gd	0.67	Cr	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ho0.33Gd0.67)CrO3
2683	Nd	0.8	Ca	0.2	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.8Ca0.2)MnO3
2688	Nd	0.4	Ca	0.6	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.4Ca0.6)MnO3
2689	Nd	0.2	Ca	0.8	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.2Ca0.8)MnO3
2692	Ba	0.95	Pb	0.05	Ti	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Ba0.95Pb0.05)TiO3
2695	Pr	0.9	Y	0.1	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.9Y0.1)MnO3
2697	Pr	0.6	Y	0.4	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.6Y0.4)MnO3
2699	Ba	1.0	_	0.0	Zr	0.05	Ti	0.95	orthorhombic	['orthorhombic']	0	1	Ba(Zr0.05Ti0.95)O3
2700	Gd	1.0	_	0.0	Mn	0.9	Cr	0.1	orthorhombic	['orthorhombic']	0	1	Gd(Mn0.9Cr0.1)O3
2701	Gd	1.0	_	0.0	Mn	0.8	Cr	0.2	orthorhombic	['orthorhombic']	0	1	Gd(Mn0.8Cr0.2)O3
2702	Pr	0.75	Sr	0.25	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.75Sr0.25)MnO3
2704	Pr	0.65	Sr	0.35	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.65Sr0.35)MnO3
2707	La	1.0	_	0.0	K	0.5	Nb	0.5	monoclinic	['monoclinic']	0	1	La2K(NbO6)
2709	Sr	0.925	Ce	0.075	Mn	1.0	_	0.0	cubic	['cubic']	0	1	(Sr0.925Ce0.075)MnO3
2715	Sr	0.65	Ce	0.35	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.65Ce0.35)MnO3
2716	Sr	0.6	Ce	0.4	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.6Ce0.4)MnO3
2717	Y	0.95	Ca	0.05	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Y0.95Ca0.05)(TiO3)
2718	Y	0.9	Ca	0.1	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Y0.9Ca0.1)(TiO3)
2719	Y	0.85	Ca	0.15	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Y0.85Ca0.15)(TiO3)
2720	Y	0.8	Ca	0.2	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Y0.8Ca0.2)(TiO3)
2721	Y	0.7	Ca	0.3	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Y0.7Ca0.3)(TiO3)
2722	Y	0.62	Ca	0.38	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Y0.62Ca0.38)(TiO3)
2723	Y	0.5	Ca	0.5	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Y0.5Ca0.5)(TiO3)
2724	Y	0.25	Ca	0.75	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Y0.25Ca0.75)(TiO3)
2726	La	0.7	Ag	0.3	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.7Ag0.3)(MnO3)
2727	La	1.0	_	0.0	Cr	0.9	Ti	0.1	orthorhombic	['orthorhombic']	0	1	La((Cr0.90Ti0.10)O3)
2733	Bi	0.85	Sm	0.15	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Bi0.85Sm0.15)FeO3
2735	La	0.875	Na	0.125	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.875Na0.125)(MnO3)
2738	Ca	0.98	Dy	0.02	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ca0.98Dy0.02)(MnO3)
2740	Sr	1.0	_	0.0	Ta	0.01	Ti	0.99	cubic	['cubic']	0	1	Sr(Ta0.01Ti0.99)O3
2741	Sr	1.0	_	0.0	Ta	0.05	Ti	0.95	cubic	['cubic']	0	1	Sr(Ta0.05Ti0.95)O3
2742	Sr	1.0	_	0.0	Ta	0.1	Ti	0.9	cubic	['cubic']	0	1	Sr(Ta0.1Ti0.9)O3
2743	Ca	0.75	Sr	0.25	Hf	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ca0.75Sr0.25)(HfO3)
2744	Ca	0.5	Sr	0.5	Hf	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ca0.5Sr0.5)(HfO3)
2745	Ca	0.25	Sr	0.75	Hf	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ca0.25Sr0.75)(HfO3)
2752	Bi	0.85	Nd	0.15	Fe	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Bi0.85Nd0.15)(FeO3)
2753	Ba	0.4	Sr	0.6	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(Ba0.4Sr0.6)(TiO3)
2754	Ba	0.2	Sr	0.8	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(Ba0.2Sr0.8)(TiO3)
2755	Sr	1.0	_	0.0	Mn	0.166	U	0.8340000000000001	orthorhombic	['orthorhombic']	0	1	Sr(Mn0.166U0.834)O3
2756	Sr	1.0	_	0.0	Fe	0.128	U	0.872	orthorhombic	['orthorhombic']	0	1	Sr(Fe0.128U0.872)O3
2757	Sr	1.0	_	0.0	Co	0.212	U	0.7879999999999999	orthorhombic	['orthorhombic']	0	1	Sr(Co0.212U0.788)O3
2758	Sr	1.0	_	0.0	Ni	0.20600000000000002	U	0.794	orthorhombic	['orthorhombic']	0	1	Sr(Ni0.206U0.794)O3
2759	Sr	1.0	_	0.0	Zn	0.23600000000000002	U	0.764	orthorhombic	['orthorhombic']	0	1	Sr(Zn0.236U0.764)O3
2762	Ca	0.8	Sm	0.2	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ca0.8Sm0.2)(MnO3)
2764	Ca	0.7	Sm	0.3	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ca0.7Sm0.3)(MnO3)
2766	Ca	0.6	Sm	0.4	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ca0.6Sm0.4)(MnO3)
2777	Sr	1.0	_	0.0	Gd	0.5	Ru	0.5	monoclinic	['monoclinic']	0	1	Sr2Gd(RuO6)
2785	Sr	1.0	_	0.0	Eu	0.5	Ru	0.5	monoclinic	['monoclinic']	0	1	Sr2Eu(RuO6)
2788	La	0.65	Ba	0.35	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.65Ba0.35)(MnO3)
2789	Bi	1.0	_	0.0	Fe	0.85	Mn	0.15	orthorhombic	['orthorhombic']	0	1	Bi((Fe0.85Mn0.15)O3)
2793	La	0.3	Sr	0.7	Co	1.0	_	0.0	cubic	['cubic']	0	1	(La0.3Sr0.7)CoO3
2794	La	0.2	Sr	0.8	Co	1.0	_	0.0	cubic	['cubic']	0	1	(La0.2Sr0.8)CoO3
2795	La	0.1	Sr	0.9	Co	1.0	_	0.0	cubic	['cubic']	0	1	(La0.1Sr0.9)CoO3
2796	La	1.0	_	0.0	Cr	0.95	Mg	0.05	orthorhombic	['orthorhombic']	0	1	La(Cr0.95Mg0.05)O3
2797	La	1.0	_	0.0	Cr	0.9	Mg	0.1	orthorhombic	['orthorhombic']	0	1	La(Cr0.9Mg0.1)O3
